Public Master's / FY1999 																																					
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"SUNY-Inst of Tech at Utica/Rome (Utica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"SUNY-Maritime College (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"SUNY-Oneonta (Oneonta, NY) "	$75 	$0 	$575 	$225 	$0 	$46 	$0 	"$15,605 "	"$275,397 "	14.90%	--	14.00%	100.00%	--	"35,692"	"5,305"	"$411,253 "	--	--	--	--	--	--	"$268,004 "	"$11,716 "	"$223,952 "	$0 	"$109,802 "	$0 	"$233,993 "	$0 	"$674,194 "	--	"$2,182,470 "	--	--	--
"SUNY-Oswego (Oswego, NY) "	"$44,812 "	$0 	$0 	"$3,267 "	$0 	"$20,875 "	"$12,971 "	$0 	"$516,734 "	16.60%	--	16.00%	44.60%	--	"49,198"	"8,153"	"$578,193 "	340	"$23,765 "	0	--	340	--	"$342,358 "	"$9,914 "	"$3,000 "	$200 	"$3,000 "	"$2,844 "	"$341,344 "	"$23,766 "	"$1,351,730 "	--	"$1,586,570 "	--	--	--
"SUNY-Plattsburgh University College (Plattsburgh, NY) "	--	--	--	--	--	--	--	--	--	16.70%	--	--	100.00%	--	"35,000"	"5,839"	"$402,821 "	--	--	--	--	--	--	"$107,599 "	--	"$16,500 "	--	--	--	--	--	"$778,386 "	--	"$1,200,910 "	--	--	--
"SUNY-Potsdam College (Potsdam, NY) "	"$64,453 "	$0 	$0 	"$3,056 "	$980 	"$15,824 "	"$14,072 "	"$32,681 "	"$316,794 "	14.90%	15.50%	14.20%	94.50%	--	"29,327"	"4,371"	"$503,679 "	325	"$34,409 "	0	--	325	--	"$687,889 "	"$12,762 "	"$90,790 "	"$2,000 "	"$78,880 "	"$14,360 "	"$589,446 "	"$34,409 "	"$1,131,910 "	--	"$1,588,400 "	--	--	--
"SUNY-The College at New Paltz (New Paltz, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Tarleton State University (Stephenvile, TX) "	"$13,870 "	$0 	$0 	$0 	"$15,000 "	"$5,133 "	"$10,835 "	$141 	"$103,589 "	5.10%	--	4.50%	72.60%	--	"31,147"	"1,594"	"$2,237,560 "	504	"$101,600 "	0	--	504	--	"$255,515 "	"$7,186 "	"$75,460 "	"$3,000 "	"$67,210 "	"$61,277 "	"$233,193 "	"$101,600 "	"$5,522,530 "	--	"$7,806,020 "	--	--	--
"Tennessee Technological University (Cookeville, TN) "	"$21,517 "	$0 	$640 	"$6,428 "	$660 	"$85,013 "	"$30,466 "	"$11,335 "	"$315,687 "	10.40%	--	9.30%	100.00%	--	"33,681"	"3,518"	"$559,342 "	71	"$15,210 "	192	--	263	--	"$1,519,000 "	"$9,538 "	$0 	$0 	$0 	"$38,517 "	"$1,461,010 "	"$103,613 "	"$2,090,900 "	--	"$2,613,320 "	--	--	--
"Texas A&M International University (Laredo, TX) "	$340 	$0 	$324 	$0 	$0 	"$1,405 "	$0 	$4 	"$2,308 "	0.40%	0.60%	0.00%	100.00%	--	"6,832"	30	"$2,308 "	0	$0 	0	--	0	--	"$500,335 "	"$6,618 "	"$42,328 "	$0 	"$2,590 "	$0 	"$389,876 "	$0 	"$429,596 "	--	"$614,110 "	--	--	--
"Texas A&M Univ.-Corpus Christi (Corpus Christi, TX) "	$175 	$0 	$0 	$0 	$0 	$257 	"$10,943 "	$660 	"$24,717 "	4.90%	--	4.30%	95.80%	--	"20,577"	"1,018"	"$64,638 "	209	"$170,708 "	0	--	209	--	"$145,222 "	"$7,642 "	"$492,638 "	$0 	"$236,498 "	"$68,650 "	"$90,830 "	"$170,708 "	"$898,898 "	--	"$6,442,730 "	--	--	--
"Texas A&M Univ.-Texarkana (Texarkana, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	--	--	--	--	--	--	$0 	"$6,795 "	$0 	--	--	--	--	--	"$143,154 "	--	"$276,479 "	--	--	--
"Texas Southern University (Houston, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Texas State University-San Marcos (San Marcos, TX) "	"$54,436 "	$0 	$0 	"$5,914 "	$0 	"$25,390 "	$0 	"$1,678,870 "	"$1,869,760 "	13.30%	13.60%	13.10%	96.50%	--	"90,778"	"12,045"	"$2,196,780 "	--	--	--	--	--	--	"$2,278,730 "	"$4,606 "	"$1,467,320 "	$0 	"$1,442,220 "	$0 	"$1,403,110 "	$0 	"$6,851,310 "	--	"$10,846,700 "	--	--	--
"Towson University (Towson, MD) "	"$41,193 "	$0 	$0 	"$5,811 "	"$18,903 "	"$10,076 "	"$41,156 "	"$7,119 "	"$331,690 "	7.10%	--	6.90%	55.60%	--	"55,232"	"3,922"	"$935,002 "	547	"$151,240 "	19	--	566	--	"$502,886 "	"$7,563 "	"$610,332 "	$100 	"$507,188 "	"$27,794 "	"$347,576 "	"$151,240 "	"$1,568,330 "	--	"$2,607,650 "	--	--	--
"Troy State University System (Troy, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Truman State University (Kirksville, MO) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Univ of North Carolina at Pembroke (Pembroke, NC) "	"$10,691 "	$0 	$0 	$708 	$0 	"$4,262 "	$0 	"$48,711 "	"$69,415 "	--	--	--	--	--	0	0	$0 	0	$0 	0	--	--	--	$0 	--	$0 	$0 	"$2,031 "	$0 	"$101,545 "	$0 	"$375,050 "	--	$0 	--	--	--
"Univ of North Carolina at Wilmington (Wilmington, NC) "	"$113,403 "	$0 	$0 	"$1,876 "	"$4,118 "	"$13,608 "	"$70,771 "	"$15,522 "	"$266,567 "	11.90%	11.80%	9.20%	95.30%	--	"24,101"	"2,859"	"$448,524 "	"1,030"	"$813,478 "	3	--	"1,033"	--	"$1,433,130 "	"$8,078 "	"$135,118 "	"$9,550 "	"$135,118 "	"$531,443 "	"$1,082,240 "	"$813,479 "	"$3,339,030 "	--	"$5,025,550 "	--	--	--
"Univ. of Tennessee-Chattanooga (Chattanooga, TN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Univ. of Tennessee-Martin (Martin, TN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Univ. of Texas - Permian Basin (Odessa, TX) "	"$1,725 "	$0 	$950 	"$1,102 "	$175 	"$3,340 "	$55 	$0 	"$7,597 "	0.80%	--	0.80%	21.60%	--	"9,500"	77	"$12,872 "	17	"$16,747 "	0	--	17	--	"$227,402 "	"$8,088 "	"$95,184 "	$0 	"$91,851 "	"$13,027 "	"$73,127 "	"$16,747 "	"$667,734 "	--	"$1,224,830 "	--	--	--
"Univ. of Texas at Brownsville (Brownsville, TX) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$1,015 "	0.30%	--	0.30%	0.00%	--	700	2	"$1,015 "	0	$0 	0	--	0	--	"$371,142 "	"$13,762 "	"$55,000 "	$0 	"$55,000 "	$0 	"$313,142 "	$0 	"$745,710 "	--	"$871,315 "	--	--	--
"Univ. of Texas at San Antonio (San Antonio, TX) "	$0 	$0 	$0 	$0 	$0 	"$8,810 "	"$8,171 "	"$3,129 "	"$95,370 "	3.70%	--	3.60%	100.00%	--	"37,414"	"1,370"	"$108,606 "	547	"$170,088 "	52	--	599	--	"$739,609 "	"$7,069 "	"$1,778,490 "	$410 	"$1,268,440 "	"$91,543 "	"$710,718 "	"$170,088 "	"$2,628,960 "	--	"$3,422,880 "	--	--	--
"Univ. of Texas at Tyler (Tyler, TX) "	"$101,469 "	$0 	$0 	$0 	$0 	$300 	$0 	"$35,070 "	"$136,839 "	0.30%	--	0.30%	100.00%	--	"15,079"	50	"$236,839 "	0	$0 	0	--	0	--	"$657,296 "	"$8,397 "	"$194,452 "	$0 	"$64,400 "	$0 	"$329,796 "	$0 	"$1,004,340 "	--	"$2,620,120 "	--	--	--
"Univ. of Texas-Pan American (Edinburg, TX) "	$485 	$0 	$0 	"$4,960 "	$0 	"$3,500 "	"$3,964 "	"$28,304 "	"$73,383 "	6.70%	8.00%	6.70%	100.00%	--	"27,162"	"1,829"	"$85,953 "	213	"$70,158 "	0	--	213	--	"$742,697 "	"$4,761 "	"$967,099 "	$0 	"$262,949 "	"$39,375 "	"$331,630 "	"$69,408 "	"$997,783 "	--	"$2,854,690 "	--	--	--
"University of Arkansas at Monticello (Monticello, AR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Baltimore (Baltimore, MD) "	"$354,208 "	"$2,500 "	$0 	$723 	$0 	"$4,835 "	$0 	$25 	"$363,253 "	10.30%	--	10.10%	42.70%	--	"46,797"	"4,827"	"$2,057,660 "	--	--	--	--	--	--	"$334,704 "	"$7,969 "	"$304,470 "	$0 	"$98,470 "	$0 	"$114,973 "	$0 	"$632,171 "	--	"$2,945,090 "	--	--	--
"University of Central (Edmond, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Central Arkansas (Conway, AR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Central Missouri (Warrensburg, MO) "	"$96,189 "	$0 	$50 	$20 	$0 	"$238,294 "	"$24,556 "	"$2,270 "	"$499,097 "	9.30%	--	8.90%	98.10%	--	"55,836"	"5,173"	"$722,752 "	"1,390"	"$295,000 "	58	--	"1,448"	--	"$2,385,090 "	"$9,275 "	"$212,201 "	"$1,000 "	"$212,201 "	"$247,495 "	"$2,181,200 "	"$295,000 "	"$3,521,120 "	--	"$7,326,860 "	--	--	--
University of Guam (GU) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Louisiana, Monroe (Monroe, LA) "	"$66,001 "	$497 	$605 	"$54,967 "	$0 	"$104,681 "	"$118,108 "	"$28,372 "	"$466,439 "	6.40%	6.60%	6.40%	100.00%	--	"36,764"	"2,367"	"$678,349 "	"1,301"	"$1,106,620 "	0	--	"1,301"	--	"$1,124,360 "	"$6,875 "	"$253,797 "	$0 	"$253,597 "	"$833,774 "	"$1,044,300 "	"$1,055,010 "	"$2,228,720 "	--	"$2,560,020 "	--	--	--
"University of Mary Washington (Fredericksburg, VA) "	"$2,177 "	$0 	$0 	$0 	$0 	"$36,105 "	$0 	"$1,615 "	"$642,072 "	33.70%	--	28.30%	100.00%	--	"19,676"	"6,639"	"$2,022,100 "	--	--	--	--	--	--	"$128,633 "	"$7,084 "	"$260,620 "	$0 	"$11,120 "	$0 	"$82,826 "	$0 	"$972,795 "	--	"$2,779,730 "	--	--	--
"University of Maryland-Eastern Shore (Adephi, MD) "	$0 	$0 	$0 	$11 	$0 	"$1,998 "	$0 	"$15,353 "	"$17,362 "	2.00%	--	1.30%	--	--	"5,437"	109	"$37,239 "	0	$0 	0	--	0	--	"$146,076 "	"$9,522 "	"$750,647 "	$0 	"$53,980 "	"$49,692 "	"$83,076 "	"$49,692 "	"$369,722 "	--	"$1,178,550 "	--	--	--
"University of Maryland-Univ. College (Adelphi, MD) "	$0 	$0 	$0 	$400 	$0 	"$163,084 "	$0 	"$12,805 "	"$223,849 "	6.00%	--	5.90%	63.30%	--	"68,081"	"4,077"	"$522,917 "	0	$0 	0	--	0	--	"$70,465 "	"$7,713 "	"$177,000 "	$0 	"$175,000 "	$0 	"$65,565 "	$0 	"$941,429 "	--	"$1,290,470 "	--	--	--
"University of Massachusetts, Dartmouth (North Dartmouth, MA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Montevallo (Montevallo, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Nebraska (Omaha, NE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Nebraska at Kearney (Kearney, NE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of North Alabama (Florence, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of North Florida (Jacksonville, FL) "	"$58,043 "	$50 	$562 	"$1,984 "	$0 	"$3,124 "	"$3,046 "	"$14,445 "	"$97,232 "	6.00%	--	5.90%	96.70%	--	"30,105"	"1,807"	"$163,742 "	--	--	--	--	--	--	"$1,749,450 "	"$6,476 "	"$1,649,130 "	"$20,420 "	"$514,908 "	"$126,774 "	"$763,653 "	"$362,851 "	"$2,384,570 "	--	"$8,729,920 "	--	--	--
"University of Northern Iowa (Cedar Falls, IA) "	--	--	--	--	--	--	--	--	--	16.30%	--	--	77.80%	--	"82,619"	"13,454"	"$3,176,610 "	--	--	--	--	--	--	"$1,527,590 "	"$11,694 "	"$366,610 "	--	--	--	--	--	"$3,242,400 "	--	"$8,060,690 "	--	--	--
"University of South Alabama (Mobile, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Southern Indiana (Evansville, IN) "	"$31,742 "	$0 	$0 	$350 	$760 	"$18,522 "	"$3,209 "	"$41,971 "	"$150,409 "	11.00%	11.30%	10.10%	100.00%	--	"13,354"	"1,475"	"$187,714 "	342	"$87,970 "	0	--	342	--	"$908,972 "	"$6,130 "	"$299,031 "	$300 	"$245,245 "	"$53,537 "	"$745,785 "	"$87,970 "	"$1,828,570 "	--	"$4,047,550 "	--	--	--
"University of Southern Maine (Portland, ME) "	"$39,286 "	$0 	$0 	"$15,918 "	"$13,725 "	"$31,641 "	"$12,786 "	"$42,125 "	"$313,759 "	14.50%	12.00%	12.50%	82.10%	--	"31,467"	"4,572"	"$370,084 "	2	"$50,050 "	0	--	2	--	"$513,664 "	"$9,055 "	"$298,964 "	"$50,000 "	"$281,214 "	"$35,150 "	"$411,214 "	"$113,191 "	"$1,245,240 "	--	"$1,847,160 "	--	--	--
"University of the District of Columbia (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of West Alabama (Livingston, AL) "	"$20,113 "	$0 	$0 	"$6,717 "	$200 	"$17,956 "	"$15,313 "	$0 	"$73,959 "	3.10%	--	3.10%	--	--	"14,306"	449	"$73,979 "	486	"$102,900 "	0	--	486	--	"$81,027 "	"$8,545 "	"$76,115 "	"$1,000 "	"$76,115 "	"$32,745 "	"$80,727 "	"$83,069 "	"$289,709 "	--	"$291,704 "	--	--	--
"University of West Georgia Foundation, Inc. (Carrollton, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Wisconsin Oshkosh (Oshkosh, WI) "	--	--	--	--	--	--	--	--	--	9.60%	--	9.50%	86.80%	--	"47,036"	"4,531"	"$328,077 "	--	--	--	--	--	--	"$687,621 "	"$8,240 "	"$32,000 "	--	--	--	--	--	"$1,251,420 "	--	"$1,727,930 "	--	--	--
"University of Wisconsin-Eau Claire (Eau Claire, WI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Wisconsin-La Crosse (La Crosse, WI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Wisconsin-Platteville (Platteville, WI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Wisconsin-River Falls (River Falls, WI) "	--	--	--	--	--	--	--	--	"$1,007,030 "	16.20%	--	10.90%	92.10%	--	"25,566"	"4,143"	"$1,197,540 "	--	--	--	--	--	--	"$126,782 "	"$11,909 "	"$93,694 "	--	"$93,694 "	--	"$126,782 "	--	"$1,539,080 "	--	"$1,739,590 "	--	--	--
"University of Wisconsin-Stevens Point (Stevens Point, WI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Wisconsin-Stout (Menomonie, WI) "	--	--	--	--	--	--	--	--	--	12.20%	--	--	44.50%	--	"40,321"	"4,908"	"$832,706 "	--	--	--	--	--	--	"$854,537 "	"$11,057 "	"$186,714 "	--	--	--	--	--	"$681,345 "	--	"$3,160,810 "	--	--	--
"University of Wisconsin-Superior (Superior, WI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Wisconsin-Whitewater (Whitewater, WI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Valdosta State University (Valdosta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Virginia State University (Petersburg, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Washburn University of Topeka (Topeka, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Wayne State College (Wayne, NE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Weber State University (Ogden, UT) "	"$169,548 "	$0 	$0 	"$8,251 "	"$157,839 "	"$15,219 "	"$82,125 "	$100 	"$481,709 "	2.00%	2.40%	1.50%	73.70%	--	"75,203"	"1,510"	"$795,504 "	679	"$706,136 "	10	--	689	--	"$1,964,390 "	"$6,678 "	"$5,668,140 "	"$320,342 "	"$1,937,330 "	"$144,187 "	"$1,736,970 "	"$706,136 "	"$5,181,340 "	--	"$13,656,100 "	--	--	--
"West Chester Univ. of Pennsylvania (West Chester, PA) "	"$32,354 "	$0 	$0 	"$1,390 "	$50 	"$34,577 "	"$52,510 "	"$102,237 "	"$346,369 "	10.50%	--	9.90%	100.00%	--	"46,550"	"4,866"	"$731,464 "	676	"$121,054 "	50	--	726	--	"$263,224 "	"$9,955 "	"$821,785 "	"$18,100 "	"$241,785 "	$525 	"$171,040 "	"$78,786 "	"$1,037,500 "	--	"$2,747,680 "	--	--	--
"West Texas A&M University (Canyon, TX) "	"$21,474 "	$0 	"$3,050 "	"$1,500 "	"$53,000 "	"$18,686 "	"$46,728 "	"$44,128 "	"$219,656 "	2.20%	--	0.80%	12.00%	--	"49,976"	"1,122"	"$438,178 "	717	"$235,711 "	1	--	718	--	"$328,020 "	"$7,537 "	"$96,901 "	"$3,396 "	"$81,114 "	"$162,287 "	"$217,025 "	"$235,711 "	"$657,407 "	--	"$4,110,670 "	--	--	--
"Western Carolina University (Cullowhee, NC) "	$0 	$0 	$0 	$0 	$0 	"$6,807 "	$0 	"$237,034 "	"$363,095 "	9.50%	--	7.90%	29.40%	--	"41,372"	"3,915"	"$586,751 "	--	--	--	--	--	--	"$379,533 "	"$11,885 "	"$143,694 "	$0 	"$142,344 "	$0 	"$361,154 "	$0 	"$1,777,970 "	--	"$2,649,440 "	--	--	--
"Western Connecticut State University (Danbury, CT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Western Illinois University (Macomb, IL) "	--	--	--	--	--	--	--	--	--	13.60%	--	--	58.10%	--	"77,495"	"10,548"	"$1,546,840 "	--	--	--	--	--	--	"$1,009,800 "	"$9,891 "	"$161,639 "	--	--	--	--	--	"$1,761,540 "	--	"$4,003,320 "	--	--	--
"Western Kentucky University (Bowling Green, KY) "	--	--	--	--	--	--	--	--	--	17.30%	--	--	--	--	"57,450"	"9,956"	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Western New Mexico University (Silver City, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Western Oregon University (Monmouth, OR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Western Washington University (Bellingham, WA) "	"$343,908 "	$0 	"$6,010 "	"$9,656 "	$0 	"$24,748 "	"$61,381 "	"$44,967 "	"$543,552 "	10.80%	11.10%	9.10%	98.00%	--	"60,573"	"6,567"	"$926,383 "	"1,948"	"$243,963 "	36	--	"1,984"	--	"$1,881,190 "	"$9,297 "	"$254,720 "	"$5,000 "	"$174,720 "	"$87,946 "	"$1,489,980 "	"$243,963 "	"$2,741,040 "	--	"$5,592,480 "	--	--	--
"Westfield State College (Westfield, MA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"William Paterson University (Wayne, NJ) "	"$2,788 "	$0 	$0 	"$1,950 "	$0 	"$7,360 "	"$14,059 "	"$3,500 "	"$246,000 "	11.90%	--	11.50%	100.00%	--	"39,936"	"4,760"	"$294,075 "	--	--	--	--	--	--	"$259,649 "	"$9,524 "	"$251,965 "	$0 	"$166,965 "	"$20,915 "	"$215,924 "	"$45,969 "	"$859,092 "	--	"$1,089,630 "	--	--	--
"Winthrop University (Rock Hill, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Worcester State College (Worcester, MA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Youngstown State University (Youngstown, OH) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
																																					
Mean	"$82,482 "	$429 	"$1,451 "	"$4,039 "	"$13,242 "	"$59,710 "	"$36,632 "	"$56,807 "	"$402,615 "	9.60%	7.30%	8.50%	75.80%	28.50%	"44,781"	"3,927"	"$741,018 "	499	"$185,268 "	34	--	559	--	"$1,212,982 "	"$9,069 "	"$628,802 "	"$10,288 "	"$382,532 "	"$67,372 "	"$815,198 "	"$212,112 "	"$2,204,950 "	"$941,630 "	"$4,378,789 "	--	--	--
Max Value	"$1,177,820 "	"$19,078 "	"$98,432 "	"$64,319 "	"$625,695 "	"$1,005,220 "	"$637,213 "	"$1,678,870 "	"$3,420,140 "	33.70%	19.40%	28.30%	100.00%	28.50%	"148,741"	"13,454"	"$6,006,200 "	"4,098"	"$1,597,800 "	597	--	"4,246"	--	"$15,903,400 "	"$15,276 "	"$5,668,140 "	"$320,342 "	"$5,110,610 "	"$899,459 "	"$15,794,400 "	"$5,911,500 "	"$22,606,500 "	"$941,630 "	"$26,781,200 "	--	--	--
75th Percentile	"$96,189 "	$0 	$0 	"$3,267 "	$760 	"$36,972 "	"$31,865 "	"$37,132 "	"$466,439 "	12.90%	11.30%	10.50%	100.00%	--	"57,450"	"5,233"	"$894,179 "	676	"$185,572 "	15	--	718	--	"$1,174,960 "	"$10,176 "	"$610,332 "	$710 	"$295,749 "	"$68,650 "	"$736,311 "	"$179,626 "	"$2,619,380 "	--	"$6,056,190 "	--	--	--
50th Percentile (median)	"$21,474 "	$0 	$0 	"$1,102 "	$0 	"$17,267 "	"$11,123 "	"$13,990 "	"$256,211 "	9.00%	6.60%	8.00%	82.30%	28.50%	"41,083"	"3,709"	"$489,214 "	230	"$65,372 "	0	--	327	--	"$474,005 "	"$9,085 "	"$205,785 "	$0 	"$155,975 "	"$8,895 "	"$335,575 "	"$68,341 "	"$1,248,330 "	"$941,630 "	"$2,634,780 "	--	--	--
25th Percentile	"$2,177 "	$0 	$0 	$50 	$0 	"$5,320 "	$0 	"$1,220 "	"$113,870 "	5.10%	2.90%	4.50%	61.30%	--	"24,101"	"1,594"	"$163,742 "	2	"$14,400 "	0	--	10	--	"$227,402 "	"$7,568 "	"$68,739 "	$0 	"$48,207 "	$0 	"$180,106 "	$400 	"$688,856 "	--	"$1,224,830 "	--	--	--
Min Value	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$1,015 "	0.30%	0.50%	0.00%	0.00%	28.50%	0	0	$0 	0	$0 	0	--	0	--	$0 	"$4,469 "	$0 	$0 	$0 	$0 	"$15,570 "	$0 	"$143,154 "	"$941,630 "	$0 	--	--	--
Number of Institutions	107	107	107	107	107	107	107	107	111	121	25	100	116	1	123	124	123	85	87	85	0	84	0	124	121	124	107	111	107	111	107	124	1	124	0	0	0
Reporting Valid (non-null) Data																																					
Total Number of Institutions	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247	247
																																					
©2010 CAE	Privacy Policy - Disclaimer 																																				
