unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam
"155186",10,"990",10,"630",10,"54",30,"",10,"1200",10,"630",10,"61",30,"",10,"2700",10,"630",10,"111",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1410",10,"1440",10,"1470",10,"1500",10,"1650",10,"1740",10,"3120",10,"3120",10,"3180",10,"375",10,"375",10,"300",10,"3382",10,"3510",10,"4166",10,"1400",10,"1450",10,"1500",10,"3382",10,"3510",10,"3700",10,"1400",10,"1450",10,"1500",10,"1400",10,"1450",10,"1500","7436","7706","9146","6970","7240","8680","3270","3540","4980"
"155195",10,"1504",10,"448",10,"61",30,"",10,"1504",10,"448",10,"61",30,"",10,"2784",10,"448",10,"100",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1568",10,"1728",10,"1952",10,"1568",10,"1728",10,"1952",10,"3136",10,"3136",10,"3200",10,"700",10,"700",10,"800",10,"3364",10,"3480",10,"3664",10,"2100",10,"2200",10,"2300",10,"2500",10,"2700",10,"2900",10,"2100",10,"2200",10,"2300",10,"2100",10,"2200",10,"2300","8716","8716","9964","7952","7952","9200","5052","5052","6300"
"155201",10,"992",10,"736",10,"31",30,"",10,"992",10,"896",10,"31",30,"",10,"992",10,"896",10,"31",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1584",10,"1728",10,"1728",10,"1764",10,"1728",10,"1888",10,"1764",10,"1908",10,"1888",10,"600",10,"580",10,"580",10,"3600",10,"4000",10,"4100",10,"2100",10,"2080",10,"2080",10,"3400",10,"3000",10,"3000",10,"2120",10,"2120",10,"2120",10,"2080",10,"2120",10,"2120","8488","8648","8648","7428","7588","7588","4428","4588","4588"
"155210",10,"1740",13,"0",10,"58",30,"",10,"2190",13,"0",10,"73",30,"",10,"4170",13,"0",10,"139",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1500",10,"1740",10,"1740",10,"1800",10,"2190",10,"2190",10,"3780",10,"4170",10,"4170",10,"1200",10,"1000",10,"1200",30,"",30,"",30,"",30,"",30,"",30,"",10,"7300",10,"7300",10,"7894",10,"3017",10,"3017",10,"3578",10,"3017",10,"3017",10,"3578","","","","14412","14862","16842","6518","6968","8948"
"155292",10,"1316",10,"252",10,"56",30,"",10,"1316",10,"252",10,"56",30,"",10,"3948",10,"252",10,"150",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1260",10,"1400",10,"1568",10,"1260",10,"1400",10,"1568",10,"3332",10,"3752",10,"4200",10,"740",10,"740",10,"778",30,"",30,"",30,"",30,"",30,"",30,"",10,"8037",10,"8352",10,"8424",10,"3198",10,"3491",10,"3491",10,"3198",10,"3491",10,"3491","","","","14261","14261","16893","5837","5837","8469"
"155317",10,"3527",10,"574",10,"167",30,"",10,"3527",10,"574",10,"167",30,"",10,"11003",10,"574",10,"415",30,"",10,"3745",10,"574",10,"204",10,"3745",10,"574",10,"204",10,"10075",10,"574",10,"468",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"6279",10,"574",10,"13755",10,"574",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"7920",10,"574",10,"15833",10,"574",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"2884",10,"3484",10,"4101",10,"2884",10,"3484",10,"4101",10,"9811",10,"10687",10,"11577",10,"750",10,"750",10,"750",10,"4644",10,"4770",10,"4822",10,"3126",10,"3210",10,"3279",10,"4644",10,"4770",10,"4871",10,"3126",10,"3210",10,"3279",10,"3126",10,"3210",10,"3279","12952","12952","20428","13001","13001","20477","8130","8130","15606"
"155326",10,"3526",10,"253",10,"117",30,"",10,"3526",10,"253",10,"117",30,"",10,"11002",10,"253",10,"366",30,"",10,"3745",10,"313",10,"156",10,"3745",10,"313",10,"156",10,"10075",10,"313",10,"419",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"14584",10,"376",10,"29115",10,"376",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"155335",10,"13198",10,"120",10,"440",30,"",10,"13198",10,"120",10,"440",30,"",10,"13198",10,"120",10,"440",30,"",10,"5886",10,"90",10,"327",10,"5886",10,"90",10,"327",10,"5886",10,"90",10,"327",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11060",10,"12010",10,"13198",10,"11060",10,"12010",10,"13198",10,"11060",10,"12010",10,"13198",10,"780",10,"804",10,"827",10,"4364",10,"4590",10,"4820",10,"3426",10,"3528",10,"3634",10,"4364",10,"4590",10,"4820",10,"6696",10,"6802",10,"6914",10,"5416",10,"5578",10,"5745","22479","22479","22479","25759","25759","25759","19770","19770","19770"
"155399",10,"3510",10,"550",10,"117",30,"",10,"3510",10,"550",10,"117",30,"",10,"11400",10,"550",10,"380",30,"",10,"3978",10,"550",10,"165",10,"3978",10,"550",10,"165",10,"10530",10,"550",10,"438",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"7530",10,"550",10,"21622",10,"550",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"2835",10,"3444",10,"4060",10,"2835",10,"3444",10,"4060",10,"9762",10,"10704",10,"11950",10,"612",10,"1000",10,"718",10,"4240",10,"4500",10,"5370",10,"2854",10,"3000",10,"3526",10,"4834",10,"5075",10,"5000",10,"2854",10,"3000",10,"3526",10,"2854",10,"3000",10,"3526","13674","13674","21564","13304","13304","21194","8304","8304","16194"
"155414",10,"14200",10,"0",10,"160",30,"",10,"14200",13,"0",10,"160",30,"",10,"14200",13,"0",10,"160",30,"",30,"",30,"",10,"380",30,"",30,"",10,"380",30,"",30,"",10,"380",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12600",10,"13400",10,"14200",10,"12600",10,"13400",10,"14200",10,"12600",10,"13400",10,"14200",10,"650",10,"650",10,"650",10,"4400",10,"4600",10,"4700",10,"4350",10,"4350",10,"4350",10,"4400",10,"4500",10,"4500",10,"3900",10,"3900",10,"3900",10,"5400",10,"5400",10,"5400","23900","23900","23900","23250","23250","23250","20250","20250","20250"
"155423",10,"1922",13,"0",10,"1",30,"",10,"1922",13,"0",10,"1",30,"",10,"15120",13,"0",10,"14",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1382",10,"1652",10,"1922",10,"1382",10,"1652",10,"1922",10,"10098",10,"10540",10,"15120",30,"",30,"",10,"450",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"2250",10,"0",10,"0",10,"5850",30,"",30,"",10,"5850","","","","10472","10472","23670","8222","8222","21420"
"155450",10,"1200",10,"600",10,"40",30,"",10,"1200",10,"600",10,"40",30,"",10,"2850",10,"600",10,"95",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1410",10,"1590",10,"1800",10,"1410",10,"1590",10,"1800",10,"3060",10,"2592",10,"3450",10,"550",10,"550",10,"550",10,"3000",10,"3040",10,"2800",10,"2275",10,"2275",10,"2275",10,"3500",10,"3500",10,"3500",10,"2650",10,"2650",10,"2650",10,"2450",10,"3000",10,"3000","7425","7425","9075","8500","8500","10150","5350","5350","7000"
"155496",10,"7575",10,"125",10,"347",30,"",10,"7575",10,"125",10,"347",30,"",10,"7575",10,"125",10,"347",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7558",10,"7936",10,"8332",10,"7558",10,"7936",10,"8332",10,"7558",10,"7936",10,"8332",10,"1150",10,"1150",10,"1150",10,"3790",10,"3954",10,"4152",10,"2805",10,"2805",10,"2805",10,"6048",10,"6048",10,"6048",10,"3011",10,"3011",10,"3011",10,"2702",10,"2702",10,"2702","16439","16439","16439","18541","18541","18541","12184","12184","12184"
"155511",10,"13830",10,"260",10,"590",30,"",10,"13830",10,"260",10,"590",30,"",10,"13830",10,"260",10,"590",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12720",10,"13345",10,"14090",10,"12720",10,"13345",10,"14090",10,"12720",10,"13345",10,"14090",10,"720",10,"720",10,"720",10,"4990",10,"5200",10,"5450",10,"3120",10,"3235",10,"3340",10,"4990",10,"5200",10,"5450",10,"2210",10,"3235",10,"3340",10,"5600",10,"3135",10,"3790","23600","23600","23600","23600","23600","23600","18600","18600","18600"
"155520",10,"11910",10,"1000",10,"397",30,"",10,"11910",10,"1000",10,"397",30,"",10,"11910",10,"1000",10,"397",30,"",10,"8890",10,"183",23,"345",10,"8890",10,"183",23,"345",10,"8890",10,"183",23,"345",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11638",10,"12280",10,"12910",10,"11638",10,"12280",10,"12910",10,"11638",10,"12280",10,"12910",10,"1300",10,"1300",10,"1300",10,"5580",10,"5614",10,"5828",10,"2639",10,"2639",10,"2639",10,"5535",10,"5535",10,"5535",10,"2903",10,"2903",10,"2903",10,"2903",10,"2903",10,"2903","22677","22677","22677","22648","22648","22648","17113","17113","17113"
"155566",10,"1120",10,"640",10,"55",30,"",10,"1120",10,"640",10,"55",30,"",10,"1120",10,"640",10,"55",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1440",10,"1620",10,"1760",10,"1440",10,"1620",10,"1760",10,"1440",10,"1620",10,"1760",10,"580",10,"580",10,"750",10,"3600",10,"3625",10,"3750",10,"1632",10,"1632",10,"1600",10,"3600",10,"3625",10,"3750",10,"1632",10,"1632",10,"1600",10,"1632",10,"1632",10,"1600","7860","7860","7860","7860","7860","7860","4110","4110","4110"
"155609",10,"1996",10,"450",10,"55",30,"",10,"1996",10,"450",10,"55",30,"",10,"9820",10,"450",10,"55",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1384",10,"2076",10,"2446",10,"1384",10,"2076",10,"2446",10,"9206",10,"9896",10,"10270",10,"650",10,"1300",10,"1400",30,"",30,"",30,"",30,"",30,"",30,"",10,"4800",10,"6158",10,"6343",10,"300",10,"3371",10,"3485",10,"300",10,"3371",10,"3485","","","","13674","13674","21498","7331","7331","15155"
"155627",10,"12810",10,"250",10,"430",30,"",10,"12810",10,"250",10,"430",30,"",10,"12810",10,"250",10,"430",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11800",10,"12450",10,"13060",10,"11800",10,"12450",10,"13060",10,"11800",10,"12450",10,"13060",10,"609",10,"750",10,"800",10,"5160",10,"5300",10,"5360",10,"2961",10,"2960",10,"2960",10,"4160",10,"4160",10,"4160",10,"2961",10,"2960",10,"2960",10,"1601",10,"2500",10,"3000","22180","22180","22180","20980","20980","20980","16860","16860","16860"
"155636",10,"6120",13,"0",10,"255",30,"",10,"6120",13,"0",10,"255",30,"",10,"6120",13,"0",10,"255",30,"",10,"6660",13,"0",10,"370",10,"6660",13,"0",10,"370",10,"6660",13,"0",10,"370",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"155681",10,"2350",10,"612",10,"105",30,"",10,"2350",10,"612",10,"105",30,"",10,"8172",10,"612",10,"299",30,"",10,"2738",10,"612",10,"141",10,"2738",10,"612",10,"141",10,"7722",10,"612",10,"349",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2338",10,"2534",10,"2962",10,"2338",10,"2534",10,"2962",10,"7192",10,"7496",10,"9784",10,"750",10,"800",10,"800",10,"4526",10,"4660",10,"4166",10,"2274",10,"2274",10,"2760",10,"6104",10,"6104",10,"5867",10,"2630",10,"2630",10,"3000",10,"3066",10,"3066",10,"3000","10688","10688","17510","12629","12629","19451","6762","6762","13584"
"155715",10,"1080",10,"720",10,"60",30,"",10,"1080",10,"720",10,"60",30,"",10,"1080",10,"720",10,"60",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1410",10,"1590",10,"1800",10,"1410",10,"1590",10,"1800",10,"1410",10,"1590",10,"1800",10,"450",10,"600",10,"800",10,"3495",10,"3807",10,"3928",10,"800",10,"1400",10,"1400",10,"3100",10,"3450",10,"3550",10,"1400",10,"1800",10,"1900",10,"1000",10,"1500",10,"1500","7928","7928","7928","8050","8050","8050","4100","4100","4100"
"155812",10,"13574",10,"160",10,"254",30,"",10,"13574",10,"160",10,"254",30,"",10,"13574",10,"160",10,"254",30,"",10,"5454",13,"0",10,"303",10,"5454",13,"0",10,"303",10,"5454",13,"0",10,"303",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12312",10,"13128",10,"13574",10,"12312",10,"13128",10,"13574",10,"12312",10,"13128",10,"13574",10,"750",10,"800",10,"850",10,"4986",10,"5122",10,"5294",10,"1490",10,"1530",10,"1576",10,"4600",10,"4600",10,"4600",10,"1490",10,"1530",10,"1576",10,"1490",10,"1530",10,"1576","21294","21294","21294","20600","20600","20600","16000","16000","16000"
"155858",10,"1216",10,"608",10,"57",30,"",10,"1216",10,"608",10,"57",30,"",10,"1952",10,"608",10,"80",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1472",10,"1632",10,"1824",10,"1472",10,"1632",10,"1824",10,"2208",10,"2368",10,"2560",10,"700",10,"700",10,"700",10,"3300",10,"3900",10,"3900",10,"2500",10,"2700",10,"2766",10,"3600",10,"4000",10,"4000",10,"2500",10,"2700",10,"2766",10,"2500",10,"2700",10,"2766","9190","9190","9926","9290","9290","10026","5290","5290","6026"
"155876",10,"1782",10,"140",10,"42",30,"",10,"1782",10,"140",10,"42",30,"",10,"3570",10,"140",10,"78",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1600",10,"1768",10,"1782",10,"1600",10,"1768",10,"1782",10,"9612",10,"3403",10,"3570",10,"250",10,"250",10,"250",10,"3030",10,"3200",10,"3280",10,"1500",10,"1525",10,"1550",10,"2750",10,"2775",10,"3000",10,"2350",10,"2475",10,"2500",10,"1200",10,"1225",10,"1250","6862","6862","8650","7532","7532","9320","3282","3282","5070"
"155900",10,"14618",10,"0",10,"608",30,"",10,"14618",13,"0",10,"608",30,"",10,"14618",13,"0",10,"608",30,"",10,"8154",10,"0",10,"357",10,"8154",13,"0",10,"357",10,"8154",13,"0",10,"357",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"13076",10,"13922",10,"14618",10,"13076",10,"13922",10,"14618",10,"13076",10,"13922",10,"14618",10,"600",10,"600",10,"600",10,"4580",10,"4736",10,"4942",10,"900",10,"900",10,"3951",10,"3600",10,"3600",10,"5568",10,"900",10,"900",10,"4968",10,"900",10,"900",10,"4968","24111","24111","24111","25754","25754","25754","20186","20186","20186"
"155937",10,"13150",10,"100",10,"275",30,"",10,"13150",10,"100",10,"275",30,"",10,"13150",10,"100",10,"275",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12100",10,"12750",10,"13150",10,"12100",10,"12750",10,"13150",10,"12100",10,"12750",10,"13150",10,"600",10,"600",10,"600",10,"5020",10,"5240",10,"5513",10,"1450",10,"1450",10,"1450",10,"4275",10,"4275",10,"4275",10,"1450",10,"1450",10,"1450",10,"1550",10,"1550",10,"1550","20713","20713","20713","19475","19475","19475","15300","15300","15300"
"155946",10,"9850",10,"170",10,"300",30,"",10,"9850",10,"170",10,"300",30,"",10,"9850",10,"170",10,"300",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
