unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam
"178350",10,"8880",10,"515",10,"370",30,"",10,"8880",10,"515",10,"370",30,"",10,"8880",10,"515",10,"370",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8215",10,"8795",10,"9390",10,"8215",10,"8795",10,"9390",10,"8215",10,"8795",10,"9390",10,"1920",10,"2090",10,"2275",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"3400",10,"0",10,"0",10,"1200",30,"",30,"",10,"600","","","","16265","16265","16265","12265","12265","12265"
"178369",10,"12600",10,"500",10,"350",30,"",10,"12600",10,"500",10,"350",30,"",10,"12600",10,"500",10,"350",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12000",10,"12300",10,"12600",10,"12000",10,"12300",10,"12600",10,"12000",10,"12300",10,"12600",10,"1300",10,"1300",10,"1300",10,"5000",10,"5200",10,"5200",10,"500",10,"500",10,"500",10,"9950",10,"9950",10,"9950",10,"250",10,"250",10,"250",10,"250",10,"250",10,"250","19600","19600","19600","24100","24100","24100","14150","14150","14150"
"178387",10,"4098",10,"366",10,"146",30,"",10,"4098",10,"366",10,"146",30,"",10,"7674",10,"366",10,"267",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3224",10,"4064",10,"4464",10,"3224",10,"4064",10,"4464",10,"5690",10,"7370",10,"8040",10,"600",10,"700",10,"700",10,"3800",10,"3804",10,"4500",10,"2100",10,"2100",10,"2100",10,"3800",10,"4300",10,"4500",10,"2100",10,"2100",10,"2100",10,"2000",10,"2100",10,"2100","11764","11764","15340","11764","11764","15340","7264","7264","10840"
"178396",10,"5838",10,"720",10,"194",30,"",10,"5838",10,"720",10,"194",30,"",10,"15285",10,"720",10,"509",30,"",10,"5678",10,"661",10,"236",10,"5678",10,"661",10,"236",10,"15336",10,"661",10,"639",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"18792",10,"780",10,"37418",10,"780",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"12569",10,"740",10,"24876",10,"740",10,"11202",10,"720",10,"22122",10,"720",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"4586",10,"5208",10,"6150",10,"4586",10,"5208",10,"6150",10,"12468",10,"13752",10,"14968",10,"835",10,"860",10,"880",10,"5043",10,"5374",10,"5770",10,"2436",10,"2510",10,"2550",10,"5043",10,"5374",10,"5770",10,"2436",10,"2510",10,"2550",10,"5561",10,"5834",10,"5930","15350","15350","24168","15350","15350","24168","12960","12960","21778"
"178402",10,"5838",10,"887",10,"194",30,"",10,"5838",10,"887",10,"194",30,"",10,"15285",10,"887",10,"509",30,"",10,"5678",10,"828",10,"236",10,"5678",10,"828",10,"236",10,"15336",10,"828",10,"639",33,"",33,"",33,"",33,"",10,"18764",10,"907",10,"37398",10,"907",10,"18820",10,"947",10,"37803",10,"947",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"12866",10,"888",10,"28285",10,"888",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"11559",10,"888",10,"22827",10,"888",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"4613",10,"5238",10,"6317",10,"4613",10,"5238",10,"6317",10,"12495",10,"13772",10,"15134",10,"800",10,"848",10,"868",10,"6240",10,"7040",10,"7270",10,"3680",10,"3710",10,"3870",10,"6570",10,"6860",10,"7130",10,"5490",10,"5660",10,"5790",10,"5490",10,"5660",10,"5790","18325","18325","27142","20105","20105","28922","12975","12975","21792"
"178411",10,"5838",10,"1001",10,"194",30,"",10,"5838",10,"1001",10,"194",30,"",10,"15285",10,"1001",10,"509",30,"",10,"5678",10,"934",10,"236",10,"5678",10,"934",10,"236",10,"15336",10,"934",10,"639",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4988",10,"5646",10,"6782",10,"4988",10,"5646",10,"6782",10,"12870",10,"14188",10,"15600",10,"850",10,"850",10,"850",10,"5060",10,"5230",10,"5453",10,"1812",10,"1875",10,"1930",10,"5060",10,"5230",10,"5453",10,"1812",10,"1875",10,"1930",10,"2030",10,"2060",10,"2060","15015","15015","23833","15015","15015","23833","9692","9692","18510"
"178420",10,"5838",10,"1028",10,"194",30,"",10,"5838",10,"1028",10,"194",30,"",10,"15285",10,"1028",10,"509",30,"",10,"5678",10,"968",10,"236",10,"5678",10,"968",10,"236",10,"15336",10,"968",10,"639",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"16156",10,"1048",10,"32211",10,"1048",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"4816",10,"5814",10,"6866",10,"4816",10,"5814",10,"6866",10,"12698",10,"14966",10,"15275",10,"824",10,"824",10,"850",10,"6756",10,"8762",10,"7772",10,"2894",10,"4718",10,"5628",10,"6756",10,"8762",10,"7772",10,"2894",10,"4718",10,"5628",10,"2894",10,"4718",10,"5628","21116","21116","29525","21116","21116","29525","13344","13344","21753"
"178448",10,"1530",10,"240",10,"51",30,"",10,"2310",10,"240",10,"77",30,"",10,"3720",10,"240",10,"124",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1450",10,"1650",10,"1770",10,"2230",10,"2430",10,"2550",10,"3640",10,"3840",10,"3960",10,"600",10,"600",10,"700",10,"1400",10,"1700",10,"1800",10,"3300",10,"3300",10,"3410",10,"2500",10,"2500",10,"4500",10,"2230",10,"3200",10,"3410",10,"2230",10,"3200",10,"3410","7680","8460","9870","10380","11160","12570","5880","6660","8070"
"178457",10,"3000",10,"75",10,"500",30,"",10,"3000",10,"75",10,"500",30,"",10,"3000",10,"75",10,"500",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3000",10,"3075",10,"3075",10,"3000",10,"3075",10,"3075",10,"3000",10,"3075",10,"3075",10,"250",10,"250",10,"250",30,"",30,"",30,"",30,"",30,"",30,"",10,"3000",10,"3500",10,"3500",10,"1000",10,"1350",10,"1350",30,"",10,"1350",10,"1350","","","","8175","8175","8175","4675","4675","4675"
"178518",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6840",10,"250",10,"285",10,"6840",10,"250",10,"285",10,"6840",10,"250",10,"285",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"6840",10,"250",10,"6840",10,"250",33,"",33,"",33,"",33,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"178606",10,"4600",13,"0",10,"76",30,"",10,"4600",13,"0",10,"76",30,"",10,"4600",13,"0",10,"76",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3700",10,"4000",10,"4600",10,"3700",10,"4000",10,"4600",10,"3700",10,"4000",10,"4600",10,"1536",10,"1670",10,"1765",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"900",10,"0",10,"0",10,"100",30,"",30,"",10,"200","","","","7365","7365","7365","6565","6565","6565"
"178615",10,"4700",10,"56",10,"191",30,"",10,"4700",10,"56",10,"191",30,"",10,"8500",10,"56",10,"350",30,"",10,"5068",10,"56",10,"207",10,"5068",10,"56",10,"207",10,"8980",10,"56",10,"370",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3800",10,"4300",10,"4756",10,"3800",10,"4300",10,"4756",10,"6928",10,"7700",10,"8556",10,"600",10,"600",10,"600",10,"4736",10,"4928",10,"5072",10,"3800",10,"3800",10,"3800",10,"4736",10,"4928",10,"5072",10,"3800",10,"3800",10,"3800",10,"3800",10,"3800",10,"3800","14228","14228","18028","14228","14228","18028","9156","9156","12956"
"178624",10,"3510",10,"1335",10,"162",30,"",10,"3510",10,"1335",10,"162",30,"",10,"7020",10,"1335",10,"279",30,"",10,"3642",10,"1200",10,"202",10,"3642",10,"1200",10,"202",10,"7284",10,"1200",10,"354",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3600",10,"4410",10,"4845",10,"3600",10,"4410",10,"4845",10,"6068",10,"7252",10,"8355",10,"400",10,"400",10,"450",10,"4322",10,"4556",10,"4812",10,"2150",10,"2050",10,"2150",10,"4322",10,"4556",10,"4812",10,"2150",10,"2050",10,"2150",10,"2150",10,"2050",10,"2150","12257","12257","15767","12257","12257","15767","7445","7445","10955"
"178679",10,"5760",10,"400",10,"180",30,"",10,"5760",10,"400",10,"180",30,"",10,"5760",10,"400",10,"180",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5088",10,"5736",10,"6216",10,"5088",10,"5736",10,"6216",10,"5088",10,"5736",10,"6216",10,"600",10,"600",10,"600",10,"3830",10,"3830",10,"3870",10,"2850",10,"2850",10,"2850",10,"7515",10,"7605",10,"7605",10,"2950",10,"2950",10,"2950",10,"2850",10,"2850",10,"2850","13536","13536","13536","17371","17371","17371","9666","9666","9666"
"178697",10,"10900",10,"250",10,"250",30,"",10,"10900",10,"250",10,"250",30,"",10,"10900",10,"250",10,"250",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"150",10,"200",10,"11150",10,"150",10,"200",10,"11150",10,"150",10,"200",10,"11150",10,"600",10,"600",10,"600",10,"2500",10,"2900",10,"3250",10,"1900",10,"1870",10,"1910",10,"5675",10,"5970",10,"6110",10,"2750",10,"2840",10,"2900",10,"2750",10,"2840",10,"2900","16910","16910","16910","20760","20760","20760","14650","14650","14650"
"178721",10,"5600",10,"0",10,"200",30,"",10,"5600",13,"0",10,"200",30,"",10,"5600",13,"0",10,"200",30,"",10,"3240",13,"0",10,"270",10,"3240",13,"0",10,"270",10,"3240",13,"0",10,"270",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4816",10,"5152",10,"5600",10,"4816",10,"5152",10,"5600",10,"4816",10,"5152",10,"5600",10,"800",10,"800",10,"1200",10,"5000",10,"5180",10,"5180",10,"1120",10,"1120",10,"1120",10,"7700",10,"7700",10,"7700",10,"1470",10,"1470",10,"1470",10,"1470",10,"1470",10,"1470","13100","13100","13100","15970","15970","15970","8270","8270","8270"
"178767",10,"11990",10,"0",10,"180",30,"",10,"11990",13,"0",10,"180",30,"",10,"11990",13,"0",10,"180",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8992",10,"8992",10,"11990",10,"8992",10,"8992",10,"11990",10,"8992",10,"8992",10,"11990",10,"0",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",10,"5508",10,"5571",10,"5706",10,"3141",10,"3375",10,"3637",10,"5508",10,"3375",10,"3637","","","","21333","21333","21333","15627","15627","15627"
"178785",10,"1950",10,"150",10,"65",30,"",10,"3510",10,"150",10,"117",30,"",10,"4800",10,"150",10,"160",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1650",10,"1980",10,"2100",10,"2850",10,"3240",10,"3660",10,"3960",10,"4650",10,"4950",10,"600",10,"750",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"4000",10,"4000",10,"4000",10,"800",10,"800",10,"800",10,"800",10,"800",10,"800","","","","7700","9260","10550","3700","5260","6550"
"178828",10,"4250",10,"890",30,"",30,"",10,"4250",10,"890",30,"",30,"",10,"4250",10,"890",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4000",10,"4000",10,"5110",10,"4000",10,"4000",10,"5110",10,"4000",10,"4000",10,"5110",10,"1182",10,"1451",10,"651",30,"",30,"",30,"",30,"",30,"",30,"",10,"8207",10,"8207",10,"8453",10,"4229",10,"4229",10,"4380",10,"7117",10,"3014",10,"3128","","","","18594","18594","18594","8889","8889","8889"
"178891",10,"9000",10,"130",10,"375",30,"",10,"9000",10,"130",10,"375",30,"",10,"9000",10,"130",10,"375",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8030",10,"8500",10,"9000",10,"8030",10,"8500",10,"9000",10,"8030",10,"8500",10,"9000",10,"2400",10,"2600",10,"2800",30,"",30,"",30,"",30,"",30,"",30,"",10,"5608",10,"6158",10,"6342",10,"1774",10,"1774",10,"1774",10,"4598",10,"3078",10,"3170","","","","19916","19916","19916","14970","14970","14970"
"178989",10,"16950",10,"835",10,"575",30,"",10,"16950",10,"835",10,"575",30,"",10,"16950",10,"835",10,"575",30,"",10,"5250",10,"200",10,"350",10,"5250",10,"200",10,"350",10,"5250",10,"200",10,"350",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"15450",10,"15980",10,"16950",10,"15450",10,"15980",10,"16950",10,"15450",10,"15980",10,"16950",10,"1000",10,"1000",10,"1000",10,"7400",10,"7360",10,"7500",10,"2800",10,"2800",10,"3200",10,"7800",10,"7720",10,"7850",10,"3500",10,"3500",10,"3800",10,"3500",10,"3500",10,"3800","28650","28650","28650","29600","29600","29600","21750","21750","21750"
"179043",10,"16950",10,"460",10,"575",30,"",10,"16950",10,"460",10,"575",30,"",10,"16950",10,"460",10,"575",30,"",10,"8370",10,"50",10,"465",10,"8370",10,"50",10,"465",10,"8370",10,"50",10,"465",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"15140",10,"15980",10,"17180",10,"15140",10,"15980",10,"17180",10,"15140",10,"15980",10,"17180",10,"1100",10,"1100",10,"1400",10,"4920",10,"5200",10,"5350",10,"2754",10,"2754",10,"1078",10,"6828",10,"6828",10,"6111",10,"3151",10,"3151",10,"1078",10,"2310",10,"2310",10,"1078","25008","25008","25008","25769","25769","25769","19658","19658","19658"
"179052",10,"6995",10,"299",10,"306",30,"",10,"6995",10,"299",10,"306",30,"",10,"6995",10,"299",10,"306",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2752",10,"2575",10,"7294",10,"2752",10,"2575",10,"7294",10,"2752",10,"2575",10,"7294",10,"1453",10,"1477",10,"1465",30,"",30,"",30,"",30,"",30,"",30,"",10,"13371",10,"12702",10,"11827",10,"0",31,"",10,"2914",30,"",30,"",10,"2299","","","","23500","23500","23500","11058","11058","11058"
"179070",10,"9696",10,"375",10,"202",30,"",10,"9696",10,"375",10,"202",30,"",10,"9696",10,"375",10,"202",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8976",10,"9168",10,"9696",10,"8976",10,"9168",10,"9696",10,"8976",10,"9168",10,"9696",10,"1000",10,"1100",10,"1100",30,"",30,"",30,"",30,"",30,"",30,"",10,"622",10,"640",10,"650",10,"381",10,"398",10,"416",10,"326",10,"398",10,"416","","","","11862","11862","11862","11212","11212","11212"
"179113",10,"1800",13,"0",10,"60",30,"",10,"2340",13,"0",10,"78",30,"",10,"3330",13,"0",10,"111",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1260",10,"1680",10,"1800",10,"1590",10,"2190",10,"2340",10,"2010",10,"3090",10,"3330",10,"800",10,"800",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"5400",10,"5400",10,"5400",10,"3300",10,"3300",10,"3300",10,"6800",10,"6800",10,"6800","","","","11300","11840","12830","9400","9940","10930"
"179159",10,"22050",10,"168",10,"770",30,"",10,"22050",10,"168",10,"770",30,"",10,"22050",10,"168",10,"770",30,"",10,"12420",10,"168",10,"690",10,"12420",10,"168",10,"690",10,"12420",10,"168",10,"690",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"36190",10,"1828",10,"36190",10,"1828",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"25710",10,"168",10,"25710",10,"168",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"19670",10,"20840",10,"22050",10,"19670",10,"20840",10,"22050",10,"19670",10,"20840",10,"22050",10,"1000",10,"1040",10,"1040",10,"10264",10,"10572",10,"10996",10,"8460",10,"8624",10,"8892",10,"11192",10,"11528",10,"10988",10,"8460",10,"8624",10,"8892",10,"8460",10,"8624",10,"8892","42978","42978","42978","42970","42970","42970","31982","31982","31982"
"179201",10,"10000",10,"0",10,"300",30,"",10,"10000",13,"0",10,"300",30,"",10,"10000",13,"0",10,"300",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"10300",30,"",30,"",10,"10300",30,"",30,"",10,"10300",30,"",30,"",10,"1250",30,"",30,"",30,"",30,"",30,"",30,"",31,"",31,"",10,"5047",31,"",31,"",10,"1365",30,"",30,"",10,"721","","","","17962","17962","17962","12271","12271","12271"
