unitid,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6
"138558","1","1","5","","","","1","","","","1455","1455","4629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","842","1","","1","1260","1680","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138479","1","2","","","","","1","","1","","810","810","7808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",490205,780,,320,,,511613,1239,,1350,,,430203,454,,495,,,480101,1545,,1800,,,500402,1177,,1290,,,510603,1784,,1890,,
"138488","1","2","","","","","","1","1","","810","810","6156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",510801,1115,900,1300,,,150399,1020,400,1200,,,80503,515,395,600,,,510707,705,500,900,,,521299,515,385,600,,,150402,1020,350,1200,,
"138497","1","2","","","","","","1","1","","655","655","5241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",430102,341,378,526,,,430107,402,380,620,,,120403,778,396,1200,,,511614,214,320,330,,,470699,700,220,1900,,,480508,700,313,1800,,
"138594","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",81105,4995,50,530,,,520401,5995,50,504,,,510801,6995,50,810,,,,,,,,,,,,,,,,,,,,
"138600","1","1","35","35","","","1","","","","14960","14960","14960","","","","7535","7535","7535","","","","","","","","","","","","","","","","","","","","","","","","","","","1","601","1","21","","3120","3110","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138637","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1",110101,6048,700,1080,,,520302,6048,700,1080,,,110101,6048,740,1100,,,520499,6048,590,1090,,,520302,6048,725,1080,,,110301,8064,850,1225,,
"138655","1","1","50","","","1","","","","","4968","4968","4968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138664","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1",110101,6600,700,780,,,520499,6660,675,790,,,520302,6660,725,835,,,110301,8880,850,1060,,,110101,6660,740,820,,,520302,6660,700,805,,
"138682","1","1","15","","","","1","","","","861","861","1707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138691","1","1","5","","","1","","","","","1281","1281","4485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138716","1","1","10","10","","","1","","","","2244","2244","5025","","","","2415","2415","5484","","","","","","","","","","","","","","","","","","","","","","","","","","","1","628","1","21","","2265","1665","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138725","1","1","35","","","","1","","1","","10350","10350","10350","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","2","","","4050","","","","","1",119999,21600,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138761","1","1","15","","","","1","","","","6327","6327","6327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","269","1","20","","1941","2163","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138789","1","1","15","15","","","1","","","","1962","1962","6423","","","","2133","2133","7053","","","","","","","","","","","","","","","","","","","","","","","","","","","1","100","1","19","","","","1","4116","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138813","1","1","50","","","1","","","","","10608","10608","10608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","750","2","","","3750","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138822","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,6160,1066,1500,,,120499,6160,1066,1500,,,120401,1000,300,320,,,,,,,,,,,,,,,,,,,,
"138840","1","1","15","","","","1","","","","888","888","1644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138868","1","1","25","","","1","","","","","6237","6237","6237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","180","1","20","","","","1","3170","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138877","1","1","25","","","1","","","","","12050","12050","12050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","120","2","","","3750","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138895","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",521501,460,,75,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138901","1","1","10","","","1","","","","","1266","1266","4440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138938","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120405,7275,1225,620,,,120405,7275,1225,620,,,120405,7275,1500,620,,,,,,,,,,,,,,,,,,,,
"138947","1","1","35","40","","","1","","","","9148","9148","9148","","","","7140","7140","7140","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","20","","3300","2300","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138956","1","1","15","","","","1","","","","822","822","1578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138965","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",490107,3500,,40,40,,490199,4500,,125,15,,490102,2500,,3000,5,,,,,,,,,,,,,,,,,,,
"138974","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,2385,,1500,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138983","1","1","10","10","","1","","","","","1926","1926","6387","","","","2097","2097","7017","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139010","1","2","","","","","1","","","","1221","1221","4395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139074","1","1","150","","","","1","","1","","8310","8310","8310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","335","2","","","3500","","","","","1",80102,8310,800,1213,,,500407,8310,950,1416,,,500408,8310,950,1420,,,521401,8310,800,1264,,,,,,,,,,,,,,
"139092","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,3725,600,1500,,,120403,3715,250,1500,,,120499,725,275,320,,,,,,,,,,,,,,,,,,,,
"139108","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,3300,,1500,35,,120406,1065,,320,30,,,,,,,,,,,,,,,,,,,,,,,,,
"139117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139126","1","1","15","","","","1","","","","888","888","1644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139144","1","1","25","25","","1","","","","","10210","10210","10210","","","","9180","9180","9180","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1315","1","","1","2600","3400","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139153","1","1","15","","","1","","","","","3400","3400","3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","40","2","","","2400","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139171","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2",521501,75,,75,49,180,521501,75,,25,30,120,521501,30,,6,42,84,,,,,,,,,,,,,,,,,,
"139199","1","1","30","30","","","","1","","","10740","10740","10740","","","","4266","4266","4266","","","","","","","","","","","","","","","","","","","","","","","","","","","1","520","1","20","","","","1","6610","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139205","1","1","15","","","1","","","","","5490","5490","5490","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","540","1","19","","1200","1470","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139214","1","1","50","","","","1","","","","7695","7695","7695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139232","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,3200,,1500,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139241","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120403,2000,,1500,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139250","1","1","5","","","1","","","","","1281","1281","4455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139278","1","1","15","","","","1","","","","885","885","1770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139287","1","1","25","","","1","","","","","1864","1864","1864","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","20","2","","","1200","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139311","1","1","20","","","1","","","","","1968","1968","6429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139348","1","1","","30","30","1","","","","1","","","","","","","6700","6700","6700","","","","","","","","","","","","","","","","","","","","","6700","6700","","","","","1","92","1","18","","1571","2518","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139357","1","1","15","","","","1","","","","781","781","1537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139366","1","1","20","20","","1","","","","","1941","1941","6402","","","","2112","2112","7032","","","","","","","","","","","","","","","","","","","","","","","","","","","1","262","1","10","","","","1","3240","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139384","1","1","15","","","","1","","","","866","866","1622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139393","1","1","20","35","","","1","","","","12900","12900","12900","","","","2509","2509","2509","","","","","","","","","","","","","","","","","","","","","","","","","","","1","552","1","21","","2000","2120","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139436","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2",521501,425,,75,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139454","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120403,1850,,1500,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139463","1","2","","","","1","","","","","1182","1182","3174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139506","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,4200,400,1500,,,120499,4200,400,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
"139515","1","1","10","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","1","1",510907,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139533","1","1","25","","","","1","","","","6968","6968","6968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139579","1","1","25","","","","1","","","","5935","5935","5935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139621","1","2","","","","1","","","","","1191","1191","4896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139630","1","1","25","","","","1","","","","6060","6060","6060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","315","1","21","","1600","1820","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139658","1","2","","","","1","","","","","21110","21110","21110","","","","21070","21070","21070","","","","","","","25770","25770","","","","","","","","","","","23175","23175","10660","10660","","","","","1","3500","1","","1","4500","2600","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139676","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","2",490107,4350,,71,65,,490105,3600,,71,10,,490199,4000,,31,4,,,,,,,,,,,,,,,,,,,
"139700","1","2","","","","","1","","","","1146","1146","4050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139719","1","2","","","","","1","","","","2157","2157","6618","","","","2328","2328","7248","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1024","1","19","","1530","1545","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139746","1","1","15","","","","1","","","","1900","1900","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","2","","","900","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139755","1","1","50","31","","","1","","","","2901","2901","9621","","","","3132","3132","10548","","","","","","","","","","","","","","","","","","","","","","","","","","","1","6285","1","12","","2871","2160","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139764","1","1","10","10","","1","","","","","2145","2145","6606","","","","2316","2316","7236","","","","","","","","","","","","","","","","","","","","","","","","","","","1","960","1","21","","1530","1692","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139773","1","1","15","","","1","","","","","1224","1224","4398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139816","1","1","25","","","","","1","","","1900","1900","1900","","","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139825","1","1","20","","","1","","","","","6048","6048","6048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","306","2","","","1212","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139843","1","1","","25","25","","1","","","","","","","","","","300","300","300","","","","","","","","","","","","","","","","","","","","","300","300","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139861","1","1","10","10","","1","1","","","","2064","2064","6525","","","","1944","1944","6084","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1030","1","10","","1878","1605","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139889","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","2",521501,490,,75,,972,521501,395,,60,,127,521501,150,,25,,385,521501,55,,6,,3760,521501,595,,75,,46,521501,399,,75,,272
"139898","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",510801,5950,,816,,,520404,5995,,832,,,511003,4050,,496,,,510909,8550,,1200,,,511614,2670,,480,,,,,,,,
"139904","1","1","30","","","1","","","","","3127","3127","3127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","350","1","19","","1725","2250","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139931","1","1","10","","","1","1","","","","2256","2256","6717","","","","2136","2136","6597","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3100","1","21","","1815","1920","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139940","1","1","25","25","30","1","","","","","2673","2673","9423","","","","1911","1911","6861","","","","","","","","","","","","","","","","","","","3648","11491","","","","","","","1","2000","2","","","3790","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139959","1","1","25","30","30","","1","","","","2838","2838","8790","","","","3069","3069","9630","","","","","","","","","","","","","3543","11613","","","4365","4365","3757","12357","","","","","","","1","2925","1","20","","2271","2052","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139968","1","2","","","","1","","","","","1200","1200","4104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","470","1","19","","1050","1350","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139986","1","1","15","","","","1","","","","843","843","1686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139995","1","1","25","","","","1","","","","6000","6000","6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140003","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","1",510801,8479,1050,1224,,,510705,7230,770,840,,,220103,10239,1200,1368,,,110101,6522,770,840,,,520401,6522,660,840,,,520301,6522,810,840,,
"140012","1","1","15","","","","1","","","","936","936","1692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140058","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2",490107,5480,,80,17,1,490107,4895,,70,2,0,490107,4161,,30,1,2,490102,4161,,70,1,1,490102,17668,,200,0,0,490102,3093,,60,0,0
"140076","1","1","15","","","","1","","","","846","846","1692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140085","1","1","15","","","","1","","","","835","835","1591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140100","1","1","25","25","","1","","","","","2715","2715","3160","","33","","1675","1675","1925","","20","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140146","1","1","","25","25","","1","","","","","","","","","","5510","5510","5510","","","","","","","","","","","","","","","","","","","","","5510","5510","","","","","1","248","1","19","","3146","2212","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140164","1","1","20","20","","","1","","","","2073","2073","6534","","","","2244","2244","7164","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140173","1","1","15","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","1","1",510907,600,,3840,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140191","1","1","35","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",520301,5540,,720,,,520401,5540,,720,,,529999,5540,,720,,,520404,5540,,720,,,511614,3310,,480,,,,,,,,
"140216","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120403,4150,350,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140234","1","1","20","","","1","","","","","9726","9726","9726","","","","6300","6300","6300","","","","","","","","","","","","","","","","","","","","","","","","","","","1","462","1","21","","","","1","4815","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140243","1","1","15","","","","1","","","","894","894","1650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140252","1","1","50","50","50","1","","","","","5310","5310","5310","","","","7956","7956","7956","","","12800","12800","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140304","1","1","15","","","","1","","","","861","861","1722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140313","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,6160,1000,1500,,,120499,6160,1000,1500,,,120401,1000,300,320,,,,,,,,,,,,,,,,,,,,
"140322","1","2","","","","1","","","","","1233","1233","3174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140331","1","1","15","","","","1","","","","906","906","1662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140340","1","1","30","","","","1","","","","5580","5580","5580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140395","1","1","10","","","","","1","1","","1650","1650","1650","","","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","1","1",510907,2000,,4000,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140401","1","2","","","","","1","","","","2526","2526","8478","","","","2757","2757","9318","","","","","6174","21819","6174","21819","","","","","","","","","","","","","","","","","","","1","368","2","","","1377","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140438","1","1","35","35","25","1","1","","","","7440","7440","7440","","","","5580","5580","5580","","","","","","","","","","","","","14340","14340","","","","","","","6696","6696","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140447","1","1","25","35","45","1","1","1","","","14656","14656","14656","","","","4716","4716","4716","","","","","","","20528","20528","","","","","","","","","","","18190","18190","","","","","","","1","1219","1","19","","2272","2610","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140483","1","1","5","","","","1","","","","1431","1431","4605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","840","1","15","","1365","1635","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140553","1","1","45","","","","1","","","","9724","9724","9724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1484","1","21","","3554","2660","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140562","1","1","","45","45","1","","1","","","","","","","","","12134","12134","12134","","","","","","","19364","19364","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140571","1","1","20","","","","1","","","","8210","8210","8210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","822","1","19","","","","1","4750","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140599","1","1","15","","","","1","","","","864","864","1620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
