unitid,line,"xef01",efres01,"xef02",efres02,centers
"240727","23","R","2","R","2","-5"
"246354","48","R","533","R","312","-5"
"246354","51","R","1","R","0","-5"
"246354","55","R","1","R","0","-5"
"246354","57","R","1","R","0","-5"
"246354","72","R","1","R","0","-5"
"246354","99","R","551","R","318","-5"
"246497","51","R","57","R","45","-5"
"246497","54","R","8","R","8","-5"
"246497","99","R","65","R","53","-5"
"246558","6","R","1","Z","0","-5"
"246558","16","R","1","Z","0","-5"
"246558","41","R","1","Z","0","-5"
"246558","53","R","13","R","6","-5"
"246558","99","R","16","R","6","-5"
"246600","57","I","15","I","5","-5"
"246600","99","I","15","T","5","-5"
"246813","13","A","409","R","142","-5"
"246813","45","R","1","R","0","-5"
"246813","99","M","410","R","142","-5"
"246974","6","R","5","R","1","-5"
"246974","99","R","5","R","1","-5"
"247065","18","R","1","R","0","-5"
"247065","21","R","46","R","4","-5"
"247065","39","R","5","R","0","-5"
"247065","99","R","52","R","4","-5"
"247603","34","R","241","R","106","-5"
"247603","42","R","26","R","4","-5"
"247603","64","R","1","R","0","-5"
"247603","99","R","268","R","110","-5"
"247649","21","C","1","R","0","-5"
"247649","36","C","2","A","2","-5"
"247649","99","M","3","T","2","-5"
"247700","8","Z","0","Z","0","1"
"247700","20","R","4","R","0","-5"
"247700","27","Z","0","Z","0","1"
"247700","29","R","28","R","2","-5"
"247700","35","Z","0","Z","0","1"
"247700","46","Z","0","Z","0","1"
"247700","99","R","32","R","2","-5"
"247773","17","R","2","R","2","-5"
"247773","26","R","7","R","7","-5"
"247773","90","R","3","R","3","-5"
"247773","99","R","12","R","12","-5"
"247834","5","R","2","Z","0","-5"
"247834","6","R","10","R","1","-5"
"247834","8","R","1","Z","0","-5"
"247834","12","R","1","Z","0","-5"
"247834","13","R","1","Z","0","-5"
"247834","17","R","2","Z","0","-5"
"247834","18","R","1","Z","0","-5"
"247834","19","R","1","Z","0","-5"
"247834","20","R","2","Z","0","-5"
"247834","22","R","8","Z","0","-5"
"247834","27","R","2","Z","0","-5"
"247834","29","R","1","Z","0","-5"
"247834","32","R","1","Z","0","-5"
"247834","34","R","2","R","1","-5"
"247834","35","R","1","Z","0","-5"
"247834","36","R","1","Z","0","-5"
"247834","37","R","1","Z","0","-5"
"247834","39","R","1","Z","0","-5"
"247834","40","R","4","Z","0","-5"
"247834","42","R","1","Z","0","-5"
"247834","48","R","1065","R","598","-5"
"247834","51","R","1","Z","0","-5"
"247834","53","R","3","Z","0","-5"
"247834","90","R","19","R","9","-5"
"247834","99","R","1132","R","609","-5"
"247940","18","R","13","R","5","-5"
"247940","21","R","470","R","348","-5"
"247940","99","R","483","R","353","-5"
"248846","4","R","5","R","3","-5"
"248846","6","R","69","R","37","-5"
"248846","15","R","2","R","2","-5"
"248846","32","R","2","R","1","-5"
"248846","39","R","1","Z","0","-5"
"248846","40","R","1","Z","0","-5"
"248846","41","R","1","R","1","-5"
"248846","46","R","1","Z","0","-5"
"248846","51","R","1","R","1","-5"
"248846","53","R","2","R","1","-5"
"248846","99","R","85","R","46","-5"
"248882","8","Z","0","Z","0","1"
"248882","27","Z","0","Z","0","1"
"248882","29","Z","0","Z","0","1"
"248882","35","R","109","R","4","-5"
"248882","46","Z","0","Z","0","1"
"248882","99","R","109","R","4","-5"
"248934","2","R","1","R","1","-5"
"248934","6","R","1","R","0","-5"
"248934","24","R","1","R","1","-5"
"248934","34","R","1","R","0","-5"
"248934","37","R","166","R","53","-5"
"248934","42","R","1","R","1","-5"
"248934","45","R","6","R","1","-5"
"248934","51","R","224","R","81","-5"
"248934","99","R","401","R","138","-5"
"248943","37","R","73","R","27","-5"
"248943","51","R","131","R","54","-5"
"248943","99","R","204","R","81","-5"
"249779","10","R","1","R","0","-5"
"249779","24","R","1","R","0","-5"
"249779","34","R","4","R","2","-5"
"249779","42","R","14","R","7","-5"
"249779","99","T","20","T","9","-5"
"250027","42","R","86","R","30","-5"
"250027","54","R","1","Z","0","-5"
"250027","99","T","87","T","30","-5"
"250504","12","R","49","R","4","-5"
"250504","99","R","49","R","4","-5"
"251075","57","P","119","I","43","-5"
"251075","99","P","119","T","43","-5"
"251251","17","R","22","R","12","-5"
"251251","18","R","108","R","51","-5"
"251251","21","R","40","R","17","-5"
"251251","47","R","1","R","0","-5"
"251251","99","R","171","R","80","-5"
"251260","1","R","928","R","662","-5"
"251260","12","R","8","R","1","-5"
"251260","13","R","86","R","57","-5"
"251260","17","R","3","R","1","-5"
"251260","22","R","3","R","2","-5"
"251260","28","R","3","R","3","-5"
"251260","29","R","1","R","0","-5"
"251260","34","R","1","R","0","-5"
"251260","36","R","3","R","1","-5"
"251260","37","R","1","R","1","-5"
"251260","39","R","1","R","1","-5"
"251260","41","R","1","R","0","-5"
"251260","45","R","2","R","1","-5"
"251260","47","R","3","R","0","-5"
"251260","48","R","3","R","2","-5"
"251260","99","R","1047","R","732","-5"
"251312","45","R","25","R","12","-5"
"251312","99","R","25","R","12","-5"
"260293","12","R","94","I","37","-5"
"260293","99","R","94","T","37","-5"
"260354","42","R","90","R","41","-5"
"260354","99","R","90","T","41","-5"
"260372","55","R","301","C","30","-5"
"260372","99","T","301","C","30","-5"
"260691","57","C","142","I","51","-5"
"260691","99","M","142","T","51","-5"
"260789","6","R","52","R","22","-5"
"260789","99","R","52","R","22","-5"
"260804","6","R","62","R","11","-5"
"260804","90","R","2","R","0","-5"
"260804","99","R","64","R","11","-5"
"260813","6","R","2","Z","0","-5"
"260813","8","A","26","R","16","-5"
"260813","16","R","1","Z","0","-5"
"260813","31","Z","0","R","2","-5"
"260813","49","Z","0","R","1","-5"
"260813","53","R","2","Z","0","-5"
"260813","99","M","31","R","19","-5"
"260901","17","R","47","R","21","-5"
"260901","19","R","99","R","32","-5"
"260901","99","R","146","R","53","-5"
"260947","17","R","16","R","7","-5"
"260947","19","R","1","R","1","-5"
"260947","27","R","1","R","1","-5"
"260947","55","R","2","R","0","-5"
"260947","90","R","3","R","2","-5"
"260947","99","R","23","R","11","-5"
"260974","17","R","230","R","105","-5"
"260974","29","R","1","R","0","-5"
"260974","99","R","231","R","105","-5"
"260992","17","R","212","R","58","-5"
"260992","99","R","212","R","58","-5"
"261861","42","A","64","R","21","-5"
"261861","99","M","64","R","21","-5"
"261931","51","R","49","R","20","-5"
"261931","54","R","6","R","6","-5"
"261931","99","R","55","R","26","-5"
"262013","6","R","1","R","1","-5"
"262013","8","R","1","R","1","-5"
"262013","9","R","5","R","4","-5"
"262013","10","R","2","R","2","-5"
"262013","11","R","1","R","1","-5"
"262013","13","R","1","R","1","-5"
"262013","24","R","1","R","1","-5"
"262013","25","R","1","R","1","-5"
"262013","26","R","2","R","1","-5"
"262013","31","R","1","R","0","-5"
"262013","34","R","2","R","1","-5"
"262013","36","R","133","R","89","-5"
"262013","44","R","1","R","1","-5"
"262013","48","R","1","R","1","-5"
"262013","55","R","1","R","0","-5"
"262013","57","R","1","R","1","-5"
"262013","90","R","6","R","1","-5"
"262013","99","R","161","R","107","-5"
"262031","6","R","1","R","1","-5"
"262031","17","R","1","R","0","-5"
"262031","29","R","1456","R","811","-5"
"262031","99","R","1458","R","812","-5"
"262086","4","R","1","I","1","-5"
"262086","6","R","47","I","40","-5"
"262086","53","R","2","I","2","-5"
"262086","99","T","50","T","43","-5"
"262305","57","P","54","I","30","-5"
"262305","99","P","54","T","30","-5"
"262332","57","C","311","I","112","-5"
"262332","99","M","311","T","112","-5"
"262448","57","I","63","I","23","-5"
"262448","99","I","63","T","23","-5"
"262457","6","R","396","C","8","-5"
"262457","99","R","396","T","8","-5"
"262581","12","R","10","I","5","-5"
"262581","99","R","10","T","5","-5"
"363378","6","R","2","R","1","-5"
"363378","8","R","65","R","5","-5"
"363378","31","R","1","R","0","-5"
"363378","35","R","3","R","1","-5"
"363378","48","R","2","R","0","-5"
"363378","99","R","73","R","7","-5"
"363387","6","R","237","R","55","-5"
"363387","57","C","4","Z","0","-5"
"363387","90","R","4","Z","0","-5"
"363387","99","M","245","R","55","-5"
"382027","26","R","2","Z","0","-5"
"382027","27","R","3","Z","0","-5"
"382027","29","R","3","Z","0","-5"
"382027","30","R","1","Z","0","-5"
"382027","33","R","4","R","1","-5"
"382027","34","R","3","R","2","-5"
"382027","36","R","17","R","1","-5"
"382027","37","R","2","Z","0","-5"
"382027","39","R","5","Z","0","-5"
"382027","41","R","1","Z","0","-5"
"382027","42","R","5","R","2","-5"
"382027","47","R","2","Z","0","-5"
"382027","48","R","7","Z","0","-5"
"382027","50","R","38","R","2","-5"
"382027","51","R","8","Z","0","-5"
"382027","53","R","1","Z","0","-5"
"382027","54","R","1","Z","0","-5"
"382027","55","R","2","Z","0","-5"
"382027","72","R","3","Z","0","-5"
"382027","90","R","5","Z","0","-5"
"382027","99","R","154","R","15","-5"
"382081","57","C","8","I","7","-5"
"382081","99","M","8","T","7","-5"
"382221","6","R","179","R","89","-5"
"382221","99","T","179","T","89","-5"
"382708","72","R","161","R","95","-5"
"382708","99","R","161","R","95","-5"
"382771","47","R","74","R","25","-5"
"382771","99","T","74","T","25","-5"
"382911","5","R","2","R","2","-5"
"382911","9","R","1","R","1","-5"
"382911","18","R","1","R","1","-5"
"382911","19","R","1","R","1","-5"
"382911","22","R","1","Z","0","-5"
"382911","29","R","2","R","1","-5"
"382911","34","R","2","R","1","-5"
"382911","35","R","1","R","1","-5"
"382911","39","R","1","R","1","-5"
"382911","42","R","1","R","1","-5"
"382911","46","R","1","R","1","-5"
"382911","48","R","21","R","18","-5"
"382911","90","R","1","R","1","-5"
"382911","99","R","36","R","30","-5"
"382966","24","R","1","R","0","-5"
"382966","51","R","165","R","14","-5"
"382966","99","R","166","R","14","-5"
"383190","2","R","1","R","0","-5"
"383190","6","R","1","R","0","-5"
"383190","12","R","1","R","0","-5"
"383190","15","R","600","R","304","-5"
"383190","22","R","1","R","1","-5"
"383190","41","R","1","R","1","-5"
"383190","57","R","10","R","4","-5"
"383190","64","R","2","R","1","-5"
"383190","66","R","1","R","0","-5"
"383190","99","R","618","R","311","-5"
"383950","28","R","58","R","12","-5"
"383950","90","R","1","Z","0","-5"
"383950","99","R","59","R","12","-5"
"383996","35","R","38","R","19","-5"
"383996","48","R","1","Z","0","-5"
"383996","99","R","39","R","19","-5"
"384209","4","R","593","R","527","-5"
"384209","6","R","9","R","9","-5"
"384209","15","R","1","R","1","-5"
"384209","17","R","1","R","1","-5"
"384209","31","R","1","R","1","-5"
"384209","32","R","1","R","1","-5"
"384209","33","R","1","R","1","-5"
"384209","35","R","1","R","1","-5"
"384209","48","R","14","R","14","-5"
"384209","53","R","2","R","2","-5"
"384209","57","A","107","Z","0","-5"
"384209","99","M","731","T","558","-5"
"384254","1","R","1","R","0","-5"
"384254","12","R","1","R","0","-5"
"384254","13","R","1","R","1","-5"
"384254","24","R","1","R","1","-5"
"384254","25","R","1","R","1","-5"
"384254","26","R","1","R","1","-5"
"384254","34","A","1","A","1","-5"
"384254","47","R","1","R","1","-5"
"384254","51","A","1","R","0","-5"
"384254","72","R","1","R","1","-5"
"384254","99","M","10","T","7","-5"
"384333","1","R","1","R","0","-5"
"384333","4","R","784","R","150","-5"
"384333","6","R","2","R","2","-5"
"384333","17","R","1","R","1","-5"
"384333","19","R","1","R","0","-5"
"384333","34","R","1","R","0","-5"
"384333","41","R","1","R","0","-5"
"384333","42","R","1","R","0","-5"
"384333","48","R","2","R","1","-5"
"384333","90","R","4","R","2","-5"
"384333","99","M","798","R","156","-5"
"384342","17","R","772","R","234","-5"
"384342","29","R","1","R","1","-5"
"384342","99","M","773","R","235","-5"
"384360","1","R","6","I","3","-5"
"384360","2","R","1","I","1","-5"
"384360","4","R","1","I","1","-5"
"384360","6","R","4","I","2","-5"
"384360","9","R","1","I","1","-5"
"384360","12","R","6","I","3","-5"
"384360","13","A","71","A","66","-5"
"384360","17","R","1","I","1","-5"
"384360","18","R","1","I","1","-5"
"384360","19","R","1","I","1","-5"
"384360","22","R","2","I","1","-5"
"384360","24","R","2","I","1","-5"
"384360","26","R","3","I","2","-5"
"384360","29","R","1","I","1","-5"
"384360","32","R","1","I","1","-5"
"384360","34","R","1","I","1","-5"
"384360","36","R","5","I","3","-5"
"384360","37","R","1","I","1","-5"
"384360","39","R","4","I","2","-5"
"384360","42","R","2","I","1","-5"
"384360","45","R","8","I","4","-5"
"384360","47","R","2","I","1","-5"
"384360","48","R","6","I","3","-5"
"384360","51","R","1","I","1","-5"
"384360","99","M","132","T","103","-5"
"384379","1","R","1","Z","0","-5"
"384379","6","R","1","Z","0","-5"
"384379","12","R","4","R","1","-5"
"384379","13","R","126","R","61","-5"
"384379","17","R","1","Z","0","-5"
"384379","18","R","1","Z","0","-5"
"384379","26","R","1","Z","0","-5"
"384379","28","R","2","Z","0","-5"
"384379","32","R","1","Z","0","-5"
"384379","42","R","1","Z","0","-5"
"384379","45","R","1","Z","0","-5"
"384379","48","R","2","R","1","-5"
"384379","51","R","1","Z","0","-5"
"384379","53","R","1","Z","0","-5"
"384379","57","C","2","Z","0","-5"
"384379","99","M","146","R","63","-5"
"384388","1","R","1","Z","0","-5"
"384388","2","R","1","Z","0","-5"
"384388","9","R","1","Z","0","-5"
"384388","12","R","2","Z","0","-5"
"384388","13","R","27","R","3","-5"
"384388","22","R","2","Z","0","-5"
"384388","23","R","1","Z","0","-5"
"384388","26","R","2","Z","0","-5"
"384388","36","R","2","Z","0","-5"
"384388","48","R","2","Z","0","-5"
"384388","57","C","1","Z","0","-5"
"384388","72","R","1","Z","0","-5"
"384388","99","M","43","R","3","-5"
"384397","2","R","1","Z","0","-5"
"384397","12","R","1","Z","0","-5"
"384397","13","A","43","R","20","-5"
"384397","36","R","2","Z","0","-5"
"384397","39","R","1","Z","0","-5"
"384397","47","R","1","Z","0","-5"
"384397","48","R","1","Z","0","-5"
"384397","53","R","11","Z","0","-5"
"384397","99","R","61","R","20","-5"
"384412","11","R","3","I","1","-5"
"384412","24","R","8","I","3","-5"
"384412","99","T","11","T","4","-5"
"384421","6","R","1","R","1","-5"
"384421","17","R","1","R","1","-5"
"384421","34","R","9","R","9","-5"
"384421","36","R","6","R","6","-5"
"384421","39","R","2","R","2","-5"
"384421","42","R","1","R","1","-5"
"384421","99","R","20","R","20","-5"
"386472","12","R","32","R","11","-5"
"386472","99","T","32","T","11","-5"
"387837","12","R","21","R","1","-5"
"387837","99","R","21","R","1","-5"
"387925","9","R","2","Z","0","-5"
"387925","12","R","84","R","29","-5"
"387925","24","R","2","R","1","-5"
"387925","29","R","1","Z","0","-5"
"387925","36","R","2","R","1","-5"
"387925","39","R","1","R","1","-5"
"387925","42","R","1","Z","0","-5"
"387925","99","R","93","R","32","-5"
"390701","12","A","213","R","61","-5"
"390701","99","M","213","R","61","-5"
"391397","51","R","7","I","6","-5"
"391397","99","T","7","T","6","-5"
"392840","13","R","1","R","0","-5"
"392840","17","R","1","R","0","-5"
"392840","19","R","1","R","1","-5"
"392840","36","R","1","R","1","-5"
"392840","47","R","5","R","1","-5"
"392840","55","R","1","R","0","-5"
"392840","90","R","2","R","0","-5"
"392840","99","M","12","R","3","-5"
"395362","6","R","484","R","258","-5"
"395362","57","R","5","R","4","-5"
"395362","90","R","12","R","6","-5"
"395362","99","R","501","R","268","-5"
"398130","6","R","117","R","5","-5"
"398130","21","R","1","Z","0","-5"
"398130","25","R","1","Z","0","-5"
"398130","26","R","1","Z","0","-5"
"398130","36","R","1","Z","0","-5"
"398130","49","R","1","Z","0","-5"
"398130","57","C","18","Z","0","-5"
"398130","90","R","2","R","2","-5"
"398130","99","M","142","R","7","-5"
"399869","6","R","52","R","3","-5"
"399869","99","R","52","R","3","-5"
"402615","19","R","3","R","0","-5"
"402615","27","R","1","R","0","-5"
"402615","46","R","62","R","25","-5"
"402615","99","R","66","R","25","-5"
"402776","57","P","122","I","44","-5"
"402776","99","P","122","T","44","-5"
"404055","4","A","73","A","17","-5"
"404055","99","M","73","T","17","-5"
"404073","26","R","471","C","118","-5"
"420404","99","R","234","R","65","-5"
"420440","23","R","148","R","74","-5"
"420440","25","R","1","R","0","-5"
"420440","33","R","2","R","1","-5"
"420440","99","T","151","T","75","-5"
"420510","6","R","1","Z","0","-5"
"420510","30","R","1","Z","0","-5"
"420510","48","R","1","Z","0","-5"
"420510","53","R","1","R","1","-5"
"420510","99","R","4","R","1","-5"
"420529","53","A","4","I","3","-5"
"420529","99","M","4","T","3","-5"
"420538","5","R","190","R","106","-5"
"420538","29","R","9","R","7","-5"
"420538","99","R","199","R","113","-5"
"420556","41","R","30","R","25","-5"
"420556","53","R","14","R","11","-5"
"420556","57","C","30","Z","0","-5"
"420556","99","M","74","R","36","-5"
"420574","4","R","36","R","32","-5"
"420574","8","R","1","R","0","-5"
"420574","17","R","1","R","0","-5"
"420574","21","R","1","R","0","-5"
"420574","24","R","1","R","0","-5"
"420574","25","R","1","R","0","-5"
"420574","36","R","1","R","0","-5"
"420574","99","T","42","T","32","-5"
"420723","41","R","26","R","7","-5"
"420723","99","R","26","R","7","-5"
"421009","22","R","32","I","12","-5"
"421009","28","R","1","I","0","-5"
"421009","57","C","1","I","0","-5"
"421009","99","M","34","T","12","-5"
"421018","26","R","69","I","27","-5"
"421018","99","R","69","T","27","-5"
"421513","21","R","10","I","3","-5"
"421513","47","R","2","I","1","-5"
"421513","99","R","12","T","4","-5"
"421920","6","R","25","I","8","-5"
"421920","99","R","25","T","8","-5"
"422020","6","R","40","C","1","-5"
"422020","99","R","40","T","1","-5"
"423476","1","R","5","R","2","-5"
"423476","4","R","1","Z","0","-5"
"423476","5","R","1","Z","0","-5"
"423476","12","R","11","A","5","-5"
"423476","13","R","33","R","16","-5"
"423476","15","R","1","Z","0","-5"
