unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,rotc,rotc1,rotc2,rotc3,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ftstu,ft_ug,ft_ftug,ft_gd,ft_fp,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt
"147828","0","1","0","0","0","0","4","-2","-2","59","0","0","0","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","2","2","1","2","1","3","1","1","-2","1","1","1","1","0","0","1","1","1","0","0","1","0","1","0","0","1","0","1","350","1","304","1","304","1","304","-3","-3","1","2",31,"",31,"",31,"","1","1","1","1","2","2","1",10,"1400","1",10,"21",10,"2348",10,"2618",30,""
"148821","1","1","0","1","1","1","1","4","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","0","1","5","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"149842","1","1","0","1","1","0","1","2","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"150853","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","1",10,"15",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"151333","1","1","1","1","1","0","1","2","0","-2","1","1","1","1","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","2","2","1","1","3","3","1","1","-2","1","1","1","1","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"30",10,"50",31,"","1","1","2","1","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"152114","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","1","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"15",31,"",31,"","2","2","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"153001","0","1","0","0","0","0","4","-2","-2","66","0","0","0","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","2","2","1","1","2","2","2","2","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","176","1","176","1","176","1","176","-3","-3","4","1",10,"25",10,"25",31,"","1","1","1","1","2","2","1",10,"1123","2",31,"",10,"2410",10,"2385",30,""
"153603","0","1","1","0","0","0","1","2","0","-2","0","0","0","0","1","0","1","1","1","1","0","0","2","-2","-2","1","1","5","0","0","1","2","1","1","1","1","3","3","1","1","-2","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","108","1","108","1","108","1","108","-3","-3","1","1",10,"20",10,"20",10,"20","1","1","1","1","1","1","1",10,"9166","1",10,"20",10,"2400",10,"1978",30,""
"154341","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","1",10,"50",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"154925","1","1","0","1","1","0","1","2","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","1","1","-3","1","1","5","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","0","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","1",10,"304","1",10,"18",30,"",30,"",10,"2926"
"155478","1","0","0","0","1","1","1","2","4","-2","1","1","0","1","0","0","0","0","0","0","0","0","1","1","-3","0","1","5","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","5","2",31,"",31,"",31,"","1","1","2","2","2","1","1",10,"48","1",10,"19",10,"1125",10,"1998",30,""
"156213","0","1","0","0","0","0","3","-2","-2","-2","0","0","0","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","8","1","0","1","2","1","1","1","2","1","2","1","1","-2","1","1","1","1","0","0","1","1","1","0","1","1","0","1","0","0","1","0","2","-2","1","314","1","314","1","314","-3","-3","1","1",10,"25",10,"25",31,"","1","1","1","1","2","2","1",10,"1166","1",10,"20",10,"1838",10,"1728",30,""
"156860","1","1","0","1","1","0","1","2","0","-2","0","0","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","8","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","2",31,"","1",10,"3",30,"",30,"",30,""
"157456","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","1","1","1","1","0","0","1","1","-1","-1","-1","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"157942","1","1","0","1","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"159018","1","1","0","0","0","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","3","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","2","1",10,"5",10,"0",10,"0","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"160001","1","1","0","0","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","3","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","2","1",10,"5",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"160658","1","1","1","1","0","0","1","2","0","-2","0","0","1","0","1","0","1","1","1","0","0","0","2","-2","-2","1","1","8","1","0","1","2","1","-1","1","-1","-1","-1","1","1","-2","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","113","1","134","1","134","1","134","-3","-3","1","1",10,"20",10,"20",31,"","1","1","1","1","2","1","1",10,"2066","2",31,"",30,"",30,"",10,"2726"
"161299","0","1","1","0","0","0","1","2","0","-2","0","0","1","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","3","0","0","1","2","1","2","1","2","1","3","1","1","-2","1","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","0","0","1","342","1","342","2","-2","1","342","-3","-3","1","1",10,"15",10,"40",31,"","1","1","1","1","2","1","1",10,"620","1",10,"21",10,"1792",10,"3380",30,""
"162061","0","1","0","0","0","0","3","-2","-2","-2","0","1","1","0","1","1","1","0","0","0","0","0","2","-2","-2","1","1","1","1","0","1","2","1","3","1","3","2","3","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",10,"25",31,"","1","1","1","1","2","2","1",10,"114","3",31,"",10,"3336",30,"",30,""
"163046","0","1","1","0","0","0","4","-2","-2","30","0","0","0","0","1","1","1","1","1","0","0","0","2","-2","-2","1","1","1","1","0","1","2","1","1","1","2","2","3","1","1","-2","0","1","1","1","0","0","2","1","1","0","0","1","1","0","0","0","0","0","2","-2","1","118","2","-2","1","118","-3","-3","1","1",10,"30",10,"50",31,"","1","1","1","1","2","2","1",10,"2729","2",31,"",10,"5040",10,"2000",30,""
"164076","0","1","0","0","0","0","1","2","0","-2","0","0","0","0","1","1","1","1","1","0","0","0","2","-2","-2","0","1","1","1","0","1","2","1","2","1","1","2","2","1","1","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","128","1","101","1","101","1","101","-3","-3","1","1",10,"35",10,"40",31,"","1","1","1","1","2","1","1",10,"3850","1",10,"19",10,"3350",10,"2600",30,""
"164739","0","1","1","0","0","0","3","-2","-2","-2","0","0","1","1","1","1","1","1","0","0","0","0","2","-2","-2","1","1","3","0","0","2","2","2","2","1","2","1","-1","1","1","-2","1","1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","0","0","1","142","1","153","1","153","1","153","-3","-3","1","1",10,"35",10,"50",30,"","1","1","1","1","2","2","1",10,"2851","1",10,"17",10,"4940",10,"3660",30,""
"165644","0","1","0","0","0","0","4","-2","-2","59","0","0","1","0","1","0","1","0","0","0","0","0","2","-2","-2","0","1","3","0","0","2","2","1","2","1","2","1","3","1","1","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","2","-2","1","168","1","168","1","168","-3","-3","4","1",10,"25",10,"35",31,"","1","1","1","1","2","2","1",10,"634","1",10,"21",30,"",30,"",10,"4550"
"166416","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","-3","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","0","0","1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"167093","0","1","0","0","0","0","3","-2","-2","-2","0","0","0","0","0","0","0","0","0","1","1","0","2","-2","-2","1","1","3","0","0","1","3","-2","-2","-2","-2","-2","-2","-2","-2","3","1","1","0","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","2","1",31,"",31,"",10,"75","1","2","2","2","1","2","2",31,"","3",31,"",30,"",30,"",31,""
"167899","0","1","1","1","0","0","3","-2","-2","-2","0","0","0","0","1","1","1","1","1","0","0","0","2","-2","-2","1","1","3","1","0","1","2","1","1","1","1","1","1","1","1","-2","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","173","1","186","1","186","1","186","-3","-3","1","1",10,"40",10,"40",31,"","1","1","1","1","2","2","1",10,"1827","2",31,"",10,"3285",10,"3240",30,""
"168944","1","0","0","1","0","0","3","-2","-2","-2","1","1","1","1","1","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","1","0","0","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"169886","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"170666","1","0","0","0","0","1","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","-3","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","0","0","3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"171599","0","1","0","0","0","0","4","-2","-2","76","0","0","0","0","1","0","1","0","0","0","0","0","2","-2","-2","0","1","5","0","0","2","2","1","1","1","1","3","3","1","1","-2","0","1","1","1","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","180","1","180","1","180","1","180","-3","-3","1","1",10,"25",30,"",31,"","1","1","2","2","2","2","1",10,"652","1",10,"19",10,"2364",10,"2088",30,""
"172608","0","1","1","0","0","0","3","-2","-2","-2","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","1","5","1","0","2","3","-2","-2","-2","-2","-2","-2","-2","-2","2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",10,"25",31,"","1","1","2","1","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"173470","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","1","1","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","5","2",31,"",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"174136","1","1","0","1","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"20",30,"",30,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"174747","0","1","0","0","0","0","4","-2","-2","30","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","1","5","1","0","1","2","1","1","1","1","3","3","1","1","-2","1","1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","0","0","2","-2","1","183","2","-2","1","183","-3","-3","4","1",10,"25",31,"",31,"","1","1","1","2","2","2","1",10,"1505","2",31,"",10,"2850",10,"2422",30,""
"175494","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","5","2",31,"",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"176169","1","1","0","0","1","0","1","8","0","-2","0","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","8","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","2","2","2","1","1",10,"746","2",31,"",10,"1000",10,"1100",30,""
"176965","0","1","0","0","0","0","1","2","0","-2","0","0","1","0","1","0","1","1","0","0","0","1","2","-2","-2","1","1","5","0","0","1","2","-1","1","1","2","-1","-1","1","1","-2","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","148","1","148","1","148","1","148","-3","-3","1","1",10,"25",10,"25",30,"","1","1","1","1","2","1","1",10,"3539","2",31,"",10,"2680",10,"1550",30,""
"177676","1","1","0","1","1","1","1","9","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"15",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"178341","0","1","0","0","0","0","1","2","0","-2","1","1","1","0","1","0","0","0","0","0","0","0","2","-2","-2","1","1","5","0","0","1","2","2","2","1","2","3","3","1","1","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","148","1","148","1","148","1","148","-3","-3","1","1",10,"15",31,"",31,"","1","1","1","2","2","1","1",10,"550","1",10,"20",30,"",30,"",10,"3610"
"179089","1","1","0","0","0","0","4","-2","-2","48","0","0","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","2","1","-1","1","1","1","-1","1","-1","-2","0","1","1","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"35",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"179867","0","1","0","0","0","0","3","-2","-2","-2","0","0","0","0","1","1","1","0","1","1","0","0","2","-2","-2","1","1","5","0","0","1","2","1","2","1","2","1","2","1","1","-2","0","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","200","1","200","1","200","1","200","-3","-3","1","1",10,"55",10,"35",30,"","1","1","1","1","1","2","1",10,"3700","2",31,"",10,"4512",10,"3122",30,""
"180489","1","1","0","0","0","0","1","2","0","-2","1","1","1","1","1","0","1","1","1","1","0","0","2","-2","-2","1","1","7","0","0","1","2","1","1","1","1","3","3","1","1","-2","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","105","1","105","2","-2","1","105","-3","-3","1","1",10,"30",10,"45",10,"60","1","1","1","1","1","1","1",10,"2257","1",10,"19",10,"2140",10,"2540",30,""
"181330","0","1","0","0","0","0","4","-2","-2","38","0","0","1","0","1","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","1","0","0","0","0","1","311","1","311","1","311","1","311","-3","-3","4","1",10,"30",31,"",31,"","1","1","2","2","2","2","1",10,"565","1",10,"20",10,"1620",10,"2140",30,""
"182148","1","1","0","0","0","0","2","-2","-2","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","2","3","3","1","3","3","3","1","3","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","2","2",31,"",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"182999","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","0","1","0","0","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"100",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"183938","1","1","0","1","1","0","1","5","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","1","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"184959","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","2","3","3","1","3","3","3","1","3","-3","0","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","2","1",10,"25",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"185864","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"186663","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","-3","0","0","-2","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","0","0","0","0","1","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","2",31,"",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"187897","0","1","1","0","0","0","1","2","0","-2","0","0","1","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","159","1","159","1","159","1","159","-3","-3","1","1",10,"15",10,"15",31,"","1","1","1","1","2","1","1",10,"665","1",10,"15",10,"1990",10,"1980",30,""
"188650","1","0","0","0","0","0","3","-2","-2","-2","0","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","2","3","3","3","3","3","3","3","3","-3","1","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"100",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"189501","0","1","0","0","0","0","3","-2","-2","-2","0","0","0","0","0","0","0","0","0","1","0","0","2","-2","-2","1","0","-2","1","0","1","3","-2","-2","-2","-2","-2","-2","-2","-2","4","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",31,"",31,"",10,"30","1","2","2","2","1","2","1",10,"140","3",31,"",10,"7200",30,"",30,""
"190318","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",31,""
"190840","0","1","0","1","1","0","1","5","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","1","1","-3","1","1","1","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"30",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",30,""
"191597","1","1","0","0","0","0","3","-2","-2","-2","0","0","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","1","1","0","1","2","3","3","3","3","1","3","1","3","-2","1","1","0","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","2","1",10,"50",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"192466","1","1","0","1","0","0","3","-2","-2","-2","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","1","1","1","1","0","1","2","1","2","1","2","2","2","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","2","-2","1","115","2","-2","2","-2","-3","-3","1","1",10,"30",10,"30",31,"","1","1","1","1","2","2","1",10,"734","1",10,"19",10,"4340",10,"3650",30,""
"193274","1","1","0","1","1","0","1","5","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","1","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"30",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"193946","1","1","0","1","1","0","1","5","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","1","1","-3","1","1","1","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"30",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",30,""
