unitid,part,"line",efres01,efres02,centers,ic01,ic02
"163286","C","17","13","13","-1","R","R"
"163286","C","18","4","4","-1","R","R"
"163286","C","19","1","1","-1","R","R"
"163286","C","22","1","1","-1","R","R"
"163286","C","23","2","2","-1","R","R"
"163286","C","24","2033","1963","-1","R","R"
"163286","C","25","42","41","-1","R","R"
"163286","C","26","3","3","-1","R","R"
"163286","C","27","4","4","-1","R","R"
"163286","C","29","2","2","-1","R","R"
"163286","C","33","2","2","-1","R","R"
"163286","C","34","385","383","-1","R","R"
"163286","C","36","316","313","-1","R","R"
"163286","C","37","5","5","-1","R","R"
"163286","C","39","18","18","-1","R","A"
"163286","C","40","1","1","-1","R","R"
"163286","C","42","193","187","-1","R","R"
"166027","C","56","1","1","-1","R","I"
"166027","C","57","46","43","-1","R","I"
"166027","C","72","4","4","-1","R","I"
"166027","C","90","95","88","-1","R","I"
"166027","C","99","1663","1542","-1","R","I"
"166054","C","12","1","1","-1","R","R"
"166054","C","17","1","1","-1","R","R"
"166054","C","25","1","1","-1","R","R"
"166054","C","26","1","1","-1","R","R"
"166054","C","33","1","1","-1","R","R"
"166054","C","36","1","1","-1","R","R"
"166054","C","49","1","0","-1","R","N"
"166054","C","90","7","4","-1","R","R"
"166054","C","99","14","10","-1","R","R"
"166124","C","02","1","1","-1","R","R"
"166124","C","04","7","7","-1","R","R"
"166124","C","06","7","7","-1","R","R"
"166124","C","08","4","4","-1","R","R"
"166124","C","09","67","67","-1","R","R"
"166124","C","11","1","1","-1","R","R"
"166124","C","12","6","6","-1","R","R"
"166124","C","13","4","4","-1","R","R"
"166124","C","17","18","18","-1","R","R"
"166124","C","22","2","2","-1","R","R"
"166124","C","23","25","25","-1","R","R"
"166124","C","24","4","4","-1","R","R"
"166124","C","25","231","231","-1","R","R"
"166124","C","26","2","2","-1","R","R"
"166124","C","27","2","2","-1","R","R"
"166124","C","29","5","5","-1","R","R"
"166124","C","33","27","27","-1","R","R"
"166124","C","34","51","51","-1","R","R"
"166124","C","36","147","147","-1","R","R"
"166124","C","37","3","3","-1","R","R"
"166124","C","39","8","8","-1","R","R"
"166124","C","41","2","2","-1","R","R"
"166124","C","42","11","11","-1","R","R"
"166124","C","44","24","24","-1","R","R"
"166124","C","48","6","6","-1","R","R"
"166124","C","50","2","2","-1","R","R"
"166124","C","51","7","7","-1","R","R"
"166124","C","53","1","1","-1","R","R"
"166124","C","54","1","1","-1","R","R"
"166124","C","55","3","3","-1","R","R"
"166124","C","56","2","2","-1","R","R"
"166124","C","72","2","2","-1","R","R"
"166124","C","90","5","5","-1","R","R"
"166124","C","99","688","688","-1","R","R"
"166133","C","09","6","6","-1","R","R"
"166133","C","25","1155","1004","-1","R","R"
"166133","C","33","1","1","-1","R","R"
"166133","C","34","1","1","-1","R","R"
"166133","C","36","2","1","-1","R","R"
"166133","C","99","1165","1013","-1","R","R"
"166276","C","25","151","45","-1","R","R"
"166276","C","33","4","0","-1","R","R"
"166276","C","44","2","0","-1","R","R"
"166276","C","90","2","0","-1","R","R"
"166276","C","99","159","45","-1","R","R"
"166391","C","06","1","1","-1","R","R"
"166391","C","09","8","8","-1","R","R"
"166391","C","12","2","1","-1","R","R"
"166391","C","13","1","1","-1","R","R"
"166391","C","23","6","6","-1","R","R"
"166391","C","25","74","68","-1","R","R"
"166391","C","33","1","1","-1","R","R"
"166391","C","34","3","3","-1","R","R"
"166391","C","36","4","3","-1","R","R"
"166391","C","44","3","2","-1","R","R"
"166391","C","50","5","5","-1","R","R"
"166391","C","51","2","1","-1","R","R"
"166391","C","72","2","2","-1","R","R"
"166391","C","90","5","5","-1","R","R"
"166391","C","99","117","107","-1","T","T"
"166452","C","06","1","0","-1","R","N"
"166452","C","09","15","10","-1","R","R"
"166452","C","11","1","1","-1","R","R"
"166452","C","12","3","0","-1","R","N"
"166452","C","13","1","0","-1","R","N"
"166452","C","19","1","1","-1","R","R"
"166452","C","21","1","0","-1","R","N"
"166452","C","23","9","0","-1","R","N"
"166452","C","25","207","82","-1","A","R"
"166452","C","33","12","1","-1","R","R"
"166452","C","34","2","0","-1","R","N"
"166452","C","35","1","0","-1","R","N"
"166452","C","36","8","2","-1","R","R"
"166452","C","39","1","0","-1","R","N"
"166452","C","42","3","1","-1","R","R"
"166452","C","44","12","6","-1","R","R"
"166452","C","48","3","1","-1","R","R"
"166452","C","50","1","0","-1","R","N"
"166452","C","51","2","0","-1","R","N"
"166452","C","53","3","1","-1","R","R"
"166452","C","99","287","106","-1","R","T"
"166489","C","25","1","0","-1","R","R"
"166489","C","90","4","2","-1","R","R"
"166489","C","99","5","2","-1","R","R"
"166513","C","09","9","7","-1","R","R"
"166513","C","12","2","2","-1","R","R"
"166513","C","20","1","1","-1","R","R"
"166513","C","23","7","5","-1","R","R"
"166513","C","24","3","2","-1","R","R"
"166513","C","25","889","818","-1","R","R"
"166513","C","29","1","1","-1","R","R"
"166513","C","33","67","58","-1","R","R"
"166513","C","34","4","4","-1","R","R"
"166513","C","36","14","14","-1","R","R"
"166513","C","42","2","2","-1","R","R"
"166513","C","44","9","9","-1","R","R"
"166513","C","48","2","2","-1","R","R"
"166513","C","50","5","5","-1","R","R"
"166513","C","51","2","2","-1","R","R"
"166513","C","66","1","1","-1","R","R"
"166513","C","90","19","13","-1","R","R"
"166513","C","99","1037","946","-1","R","R"
"166601","C","25","70","36","-1","R","R"
"166601","C","99","70","36","-1","R","R"
"166629","C","01","1","1","-1","R","R"
"166629","C","02","4","3","-1","R","R"
"166629","C","05","1","1","-1","R","R"
"166629","C","06","34","28","-1","R","R"
"166629","C","08","5","3","-1","R","R"
"166629","C","09","181","175","-1","R","R"
"166629","C","10","2","1","-1","R","R"
"166629","C","11","1","1","-1","R","R"
"166629","C","12","16","13","-1","R","R"
"166629","C","13","3","3","-1","R","R"
"166629","C","15","3","3","-1","R","R"
"166629","C","17","10","10","-1","R","R"
"166629","C","18","1","1","-1","R","R"
"166629","C","23","36","32","-1","R","R"
"166629","C","24","22","19","-1","R","R"
"166629","C","25","2928","2811","-1","A","R"
"166629","C","26","4","4","-1","R","R"
"166629","C","27","3","2","-1","R","R"
"166629","C","28","1","1","-1","R","R"
"166629","C","29","1","1","-1","R","R"
"166629","C","32","1","1","-1","R","R"
"166629","C","33","43","41","-1","R","R"
"166629","C","34","267","260","-1","R","R"
"166629","C","36","330","321","-1","R","R"
"166629","C","37","1","1","-1","R","R"
"166629","C","39","5","4","-1","R","R"
"166629","C","40","1","1","-1","R","R"
"166629","C","41","5","5","-1","R","R"
"166629","C","42","75","71","-1","R","R"
"166629","C","44","43","42","-1","R","R"
"166629","C","45","8","8","-1","R","R"
"166629","C","47","4","4","-1","R","R"
"166629","C","48","5","4","-1","R","R"
"166629","C","50","19","16","-1","R","R"
"166629","C","51","12","12","-1","R","R"
"166629","C","53","6","6","-1","R","R"
"166629","C","55","2","2","-1","R","R"
"166629","C","57","9","4","-1","R","R"
"166629","C","72","14","12","-1","R","R"
"166629","C","90","34","5","-1","R","R"
"166629","C","99","4141","3933","-1","M","T"
"166638","C","02","2","0","-1","R","N"
"166638","C","06","1","0","-1","R","N"
"166638","C","08","2","0","-1","R","N"
"166638","C","12","1","1","-1","R","R"
"166638","C","23","2","1","-1","R","R"
"166638","C","24","1","0","-1","R","N"
"166638","C","25","663","396","-1","R","R"
"166638","C","34","4","1","-1","R","R"
"166638","C","36","4","2","-1","R","R"
"166638","C","42","1","1","-1","R","R"
"166638","C","44","1","1","-1","R","R"
"166638","C","47","1","0","-1","R","N"
"166638","C","50","1","0","-1","R","N"
"166638","C","57","21","13","-1","R","R"
"166638","C","90","38","15","-1","R","R"
"166638","C","99","743","431","-1","R","R"
"166647","C","06","1","1","-1","R","R"
"166647","C","09","2","0","-1","R","N"
"166647","C","12","1","0","-1","R","N"
"166647","C","23","1","1","-1","R","R"
"166647","C","25","1244","410","-1","R","R"
"166647","C","33","1","0","-1","R","N"
"166647","C","44","1","0","-1","R","N"
"166647","C","90","2","1","-1","R","R"
"166647","C","99","1253","413","-1","R","R"
"166656","C","09","3","3","-1","R","R"
"166656","C","23","3","3","-1","R","R"
"166656","C","24","3","3","-1","R","R"
"166656","C","25","93","0","-1","A","N"
"166656","C","26","1","1","-1","R","R"
"166656","C","33","4","0","-1","R","N"
"166656","C","34","7","7","-1","R","R"
"166656","C","36","16","16","-1","R","R"
"166656","C","42","1","1","-1","R","R"
"166656","C","44","6","6","-1","R","R"
"166656","C","51","1","1","-1","R","R"
"166656","C","90","6","6","-1","R","R"
"166656","C","99","144","47","-1","M","T"
"166674","C","06","1","1","-1","R","R"
"166674","C","08","1","1","-1","R","R"
"166674","C","09","12","10","-1","R","R"
"166674","C","17","2","2","-1","R","R"
"166674","C","22","1","1","-1","R","R"
"166674","C","23","12","10","-1","R","R"
"166674","C","25","155","123","-1","R","R"
"166674","C","33","5","5","-1","R","R"
"166674","C","34","3","3","-1","R","R"
"166674","C","36","5","3","-1","R","R"
"166674","C","42","2","2","-1","R","R"
"166674","C","44","6","4","-1","R","R"
"166674","C","47","1","0","-1","R","N"
"166674","C","48","1","1","-1","R","R"
"166674","C","50","2","2","-1","R","R"
"166674","C","51","1","0","-1","R","N"
"166674","C","90","8","5","-1","R","R"
"166674","C","99","218","173","-1","R","T"
"166683","C","01","4","4","-1","R","R"
"166683","C","02","3","3","-1","R","R"
"166683","C","04","6","6","-1","R","R"
"166683","C","05","2","2","-1","R","R"
"166683","C","06","150","150","-1","R","R"
"166683","C","08","11","11","-1","R","R"
"166683","C","09","26","26","-1","R","R"
"166683","C","10","3","3","-1","R","R"
"166683","C","11","6","6","-1","R","R"
"166683","C","12","43","43","-1","R","R"
"166683","C","13","15","15","-1","R","R"
"166683","C","15","14","14","-1","R","R"
"166683","C","16","2","2","-1","R","R"
"166683","C","17","34","34","-1","R","R"
"166683","C","18","9","9","-1","R","R"
"166683","C","19","4","4","-1","R","R"
"166683","C","20","6","6","-1","R","R"
"166683","C","21","7","7","-1","R","R"
"166683","C","22","5","5","-1","R","R"
"166683","C","23","9","9","-1","R","R"
"166683","C","24","28","28","-1","R","R"
"166683","C","25","96","96","-1","R","R"
"166683","C","26","24","24","-1","R","R"
"166683","C","27","15","15","-1","R","R"
"166683","C","28","1","1","-1","R","R"
"166683","C","29","14","14","-1","R","R"
"166683","C","30","3","3","-1","R","R"
"166683","C","32","3","3","-1","R","R"
"166683","C","33","5","5","-1","R","R"
"166683","C","34","63","63","-1","R","R"
"166683","C","35","2","2","-1","R","R"
"166683","C","36","123","123","-1","R","R"
"166683","C","37","7","7","-1","R","R"
"166683","C","39","15","15","-1","R","R"
"166683","C","40","6","6","-1","R","R"
"166683","C","41","9","9","-1","R","R"
"166683","C","42","31","31","-1","R","R"
"166683","C","45","4","4","-1","R","R"
"166683","C","47","5","5","-1","R","R"
"166683","C","48","76","76","-1","R","R"
"166683","C","49","1","1","-1","R","R"
"166683","C","50","2","2","-1","R","R"
"166683","C","51","33","33","-1","R","R"
"166683","C","53","17","17","-1","R","R"
"166683","C","54","1","1","-1","R","R"
"166683","C","55","6","6","-1","R","R"
"166683","C","56","2","2","-1","R","R"
"166683","C","72","14","14","-1","R","R"
"166683","C","78","2","2","-1","R","R"
"166683","C","90","101","101","-1","R","R"
"166683","C","99","1068","1068","-1","R","R"
"166692","C","06","1","1","-1","R","R"
"166692","C","09","9","7","-1","R","R"
"166692","C","24","2","2","-1","R","R"
"166692","C","25","133","128","-1","R","R"
"166692","C","32","1","1","-1","R","R"
"166692","C","33","1","1","-1","R","R"
"166692","C","34","7","7","-1","R","R"
"166692","C","36","3","3","-1","R","R"
"166692","C","44","8","7","-1","R","R"
"166692","C","47","1","1","-1","R","R"
"166692","C","51","1","1","-1","R","R"
"166692","C","90","2","2","-1","R","R"
"166692","C","99","169","161","-1","R","R"
"166823","C","25","880","607","-1","R","R"
"166823","C","99","880","607","-1","R","R"
"166850","C","06","1","1","-1","R","R"
"166850","C","09","34","34","-1","R","R"
"166850","C","11","1","1","-1","R","R"
"166850","C","12","3","3","-1","R","R"
"166850","C","13","1","1","-1","R","R"
"166850","C","17","2","2","-1","R","R"
"166850","C","23","15","15","-1","R","R"
"166850","C","25","529","393","-1","R","R"
"166850","C","32","1","1","-1","R","R"
"166850","C","33","64","33","-1","R","R"
"166850","C","34","8","8","-1","R","R"
"166850","C","36","17","17","-1","R","R"
"166850","C","39","1","1","-1","R","R"
"166850","C","40","1","1","-1","R","R"
"166850","C","42","3","3","-1","R","R"
"166850","C","44","8","8","-1","R","R"
"166850","C","50","3","3","-1","R","R"
"166850","C","51","2","2","-1","R","R"
"166850","C","90","15","15","-1","R","R"
"166850","C","99","709","542","-1","R","R"
"166887","C","12","1","0","-1","R","R"
"166887","C","25","1227","506","-1","R","R"
"166887","C","33","32","11","-1","R","R"
"166887","C","99","1260","517","-1","R","R"
"166911","C","06","1","1","-1","R","R"
"166911","C","09","4","4","-1","R","R"
"166911","C","13","1","1","-1","R","R"
"166911","C","23","5","4","-1","R","R"
"166911","C","24","1","1","-1","R","R"
"166911","C","25","38","32","-1","R","R"
"166911","C","33","6","6","-1","R","R"
"166911","C","34","4","4","-1","R","R"
"166911","C","36","6","5","-1","R","R"
"166911","C","37","1","0","-1","R","N"
"166911","C","42","2","2","-1","R","R"
"166911","C","44","4","4","-1","R","R"
"166911","C","50","2","2","-1","R","R"
"166911","C","90","1","1","-1","R","R"
"166911","C","99","76","67","-1","R","R"
"166939","C","02","2","2","-1","R","R"
"166939","C","06","29","29","-1","R","R"
"166939","C","08","4","4","-1","R","R"
"166939","C","09","28","28","-1","R","R"
"166939","C","10","1","1","-1","R","R"
"166939","C","11","2","2","-1","R","R"
"166939","C","12","4","4","-1","R","R"
"166939","C","13","6","6","-1","R","R"
"166939","C","15","6","6","-1","R","R"
"166939","C","16","1","1","-1","R","R"
"166939","C","17","11","11","-1","R","R"
"166939","C","18","4","4","-1","R","R"
"166939","C","19","2","2","-1","R","R"
"166939","C","20","1","1","-1","R","R"
"166939","C","21","1","1","-1","R","R"
"166939","C","22","2","2","-1","R","R"
"166939","C","23","18","18","-1","R","R"
"166939","C","24","11","11","-1","R","R"
"166939","C","25","84","84","-1","R","R"
"166939","C","26","5","5","-1","R","R"
"166939","C","27","9","9","-1","R","R"
"166939","C","29","4","4","-1","R","R"
"166939","C","31","1","1","-1","R","R"
"166939","C","33","9","9","-1","R","R"
"166939","C","34","17","17","-1","R","R"
"166939","C","35","1","1","-1","R","R"
"166939","C","36","47","47","-1","R","R"
"166939","C","37","2","2","-1","R","R"
"166939","C","39","15","15","-1","R","R"
"166939","C","40","1","1","-1","R","R"
"166939","C","41","14","14","-1","R","R"
"166939","C","42","17","17","-1","R","R"
"166939","C","44","6","6","-1","R","R"
"166939","C","48","18","17","-1","R","R"
"166939","C","49","2","2","-1","R","R"
"166939","C","50","17","17","-1","R","R"
"166939","C","51","10","10","-1","R","R"
"166939","C","53","16","16","-1","R","R"
"166939","C","54","3","3","-1","R","R"
"166939","C","55","3","3","-1","R","R"
"166939","C","90","48","48","-1","R","R"
"166939","C","99","482","481","-1","R","R"
"166948","C","06","1","0","-1","R","N"
"166948","C","08","1","0","-1","R","N"
"166948","C","09","29","25","-1","R","R"
"166948","C","10","2","2","-1","R","R"
"166948","C","12","15","10","-1","R","R"
"166948","C","23","30","22","-1","R","R"
"166948","C","24","5","4","-1","R","R"
"166948","C","25","445","277","-1","R","R"
"166948","C","33","16","12","-1","R","R"
"166948","C","34","18","13","-1","R","R"
"166948","C","36","48","43","-1","R","R"
"166948","C","39","2","2","-1","R","R"
"166948","C","42","9","5","-1","R","R"
"166948","C","44","21","14","-1","R","R"
"166948","C","50","7","7","-1","R","R"
"166948","C","51","2","2","-1","R","R"
"166948","C","53","1","1","-1","R","R"
"166948","C","90","36","6","-1","R","R"
"166948","C","99","688","445","-1","R","R"
"166957","C","25","549","213","-1","R","R"
"166957","C","33","12","2","-1","R","R"
"166957","C","68","1","0","-1","R","N"
"166957","C","90","3","0","-1","R","N"
"166957","C","99","565","215","-1","R","R"
"166984","C","04","1","1","-1","R","R"
"166984","C","06","6","5","-1","R","R"
"166984","C","09","6","5","-1","R","R"
"166984","C","12","3","2","-1","R","R"
"166984","C","19","2","2","-1","R","R"
"166984","C","21","1","1","-1","R","R"
"166984","C","23","1","0","-1","R","R"
"166984","C","24","1","1","-1","R","R"
"166984","C","25","23","16","-1","R","R"
"166984","C","33","4","2","-1","R","R"
"166984","C","34","2","2","-1","R","R"
"166984","C","35","1","1","-1","R","R"
"166984","C","36","5","5","-1","R","R"
"166984","C","37","1","1","-1","R","R"
"166984","C","41","1","1","-1","R","R"
"166984","C","42","3","3","-1","R","R"
"166984","C","44","1","0","-1","R","R"
"166984","C","50","5","3","-1","R","R"
"166984","C","51","1","1","-1","R","R"
"166984","C","53","1","0","-1","R","R"
"166984","C","90","7","3","-1","R","R"
"166984","C","99","76","55","-1","R","R"
"167057","C","01","1","1","-1","R","R"
"167057","C","06","8","8","-1","R","R"
"167057","C","09","5","5","-1","R","R"
"167057","C","12","5","5","-1","R","R"
"167057","C","13","2","2","-1","R","R"
"167057","C","17","2","2","-1","R","R"
